perturbagen	entrez_gene_id	z_score	direction
238	1958	15.46	up
259	10190	-5.907	down
259	991	-5.105	down
259	2778	-4.987	down
259	5796	-4.3180000000000005	down
259	85377	4.218999999999999	up
259	4208	4.397	up
259	2852	4.8180000000000005	up
259	29916	5.29	up
259	9712	5.31	up
259	899	5.343999999999999	up
259	642	5.398	up
259	23522	5.654	up
259	6812	5.657	up
259	835	5.851	up
283	5018	-4.36	down
283	10362	-4.202	down
283	8869	4.753	up
283	25966	4.96	up
291	27095	-4.39	down
291	79902	-4.143	down
308	55256	-5.154	down
308	23635	4.357	up
308	11261	4.872	up
308	57192	5.9270000000000005	up
310	9270	-5.212999999999999	down
310	7416	-4.3069999999999995	down
310	22827	-4.13	down
310	9738	5.188	up
310	9517	5.252999999999999	up
310	79961	5.292000000000001	up
310	3337	5.417999999999999	up
310	1465	5.428999999999999	up
310	5058	5.705	up
310	54442	5.836	up
310	1950	6.343	up
310	4331	6.437	up
326	57761	-4.553999999999999	down
326	4817	-4.513	down
326	6832	-4.311	down
326	5331	4.297	up
328	5710	-4.749	down
328	80204	4.27	up
328	23077	4.581	up
328	4775	4.725	up
328	4208	5.27	up
328	5331	5.482	up
329	5373	-4.413	down
332	10730	-5.012	down
332	55256	-4.987	down
332	23200	-4.178999999999999	down
332	57215	4.441	up
332	54442	6.645	up
335	7358	-4.25	down
345	4088	-5.575	down
345	7358	-4.308	down
345	55620	4.178	up
345	23635	4.218	up
345	23536	4.256	up
345	23368	4.492	up
345	5985	5.406000000000001	up
345	51465	5.8870000000000005	up
353	55699	-6.03	down
353	991	-5.7989999999999995	down
353	23210	-5.457000000000001	down
353	55748	-4.287	down
353	26520	-4.106	down
353	9988	4.118	up
353	9851	4.253	up
353	8821	4.496	up
353	3815	4.706	up
353	29916	5.013	up
355	9688	-5.855	down
355	6184	-4.928999999999999	down
355	23658	-4.896	down
355	23014	-4.738	down
355	23326	-4.563	down
355	1153	-4.4110000000000005	down
355	80347	-4.377	down
355	29082	-4.276	down
355	54205	-4.249	down
355	10190	-4.191	down
355	8520	-4.187	down
355	533	-4.066	down
355	6714	4.118	up
355	11072	4.186	up
355	8821	4.285	up
355	7099	4.3	up
355	23097	4.324	up
355	7105	4.5360000000000005	up
355	22794	4.551	up
355	54442	4.758	up
355	85377	4.766	up
355	3964	4.963	up
355	256364	5.205	up
355	23530	5.207999999999999	up
355	4208	5.231	up
355	3108	5.407	up
355	387	5.513999999999999	up
355	23131	5.681	up
355	5331	5.7410000000000005	up
355	10057	8.055	up
356	2624	5.755	up
375	10765	4.099	up
375	80349	4.5280000000000005	up
382	3251	-4.073	down
382	9903	4.167	up
384	23131	4.444	up
384	23335	6.36	up
387	5018	-5.945	down
387	23210	-5.803999999999999	down
387	5529	-5.667999999999999	down
387	4282	-5.125	down
387	2109	-4.792	down
387	1666	-4.581	down
387	665	-4.1339999999999995	down
387	57192	4.084	up
387	4791	4.117	up
387	8835	4.543	up
387	1001	5.117	up
387	9988	5.289	up
387	154	5.749	up
387	23378	7.909	up
390	2920	4.95	up
405	8974	4.662	up
406	51375	-6.162000000000001	down
406	211	-5.843	down
406	6461	-5.659	down
406	11044	-5.625	down
406	5373	-4.3660000000000005	down
406	4313	-4.067	down
406	9842	-4.066	down
406	7048	4.112	up
406	55148	4.504	up
406	2624	4.83	up
406	23212	5.211	up
408	2063	-5.287999999999999	down
408	5529	-4.66	down
408	23378	4.144	up
408	25825	4.195	up
408	80204	4.707	up
408	25966	5.194	up
427	55256	-4.888999999999999	down
427	5018	-4.484	down
427	7088	-4.465	down
427	5438	-4.25	down
427	8884	-4.185	down
427	11031	4.328	up
427	8900	4.523	up
427	57048	4.906000000000001	up
430	51293	-6.361000000000001	down
430	8061	-5.2379999999999995	down
430	7106	-5.224	down
430	23338	-4.8260000000000005	down
430	10190	-4.7	down
430	1514	-4.58	down
430	5997	-4.529	down
430	3988	-4.477	down
430	5468	-4.274	down
430	3682	-4.09	down
430	3486	4.088	up
430	27242	4.118	up
430	9697	4.122	up
430	55008	4.199	up
430	976	4.31	up
430	1026	4.527	up
430	5366	4.553	up
430	25932	4.6819999999999995	up
430	9289	4.916	up
430	9854	4.989	up
430	5696	5.206	up
430	8900	5.403	up
430	6284	5.435	up
430	7466	5.476	up
430	9467	5.805	up
430	2274	6.178	up
430	6275	8.046	up
430	4638	8.967	up
430	4016	12.117	up
433	5018	-4.117	down
433	4925	4.4430000000000005	up
433	9709	5.88	up
439	55893	-4.477	down
439	4931	-4.181	down
439	5529	-4.075	down
440	79850	-4.341	down
440	56889	-4.3389999999999995	down
440	154	4.53	up
445	9133	-4.084	down
466	10434	-4.758	down
466	10776	-4.085	down
466	4088	4.856	up
467	9709	-5.407	down
467	51056	-4.802	down
468	9670	-5.711	down
468	991	-5.307	down
468	84890	4.269	up
468	1978	4.38	up
468	54541	4.622	up
468	10797	5.608	up
468	26227	6.917000000000001	up
471	7750	-6.077000000000001	down
471	51382	-5.903	down
471	1861	-5.706	down
471	5096	-5.235	down
471	3551	4.747	up
471	8312	4.874	up
471	10953	5.092	up
471	55111	5.207999999999999	up
471	5058	5.803	up
471	1021	6.059	up
471	3815	6.07	up
471	9903	8.899	up
474	10730	-4.872	down
474	23142	-4.7139999999999995	down
474	9016	-4.415	down
474	51070	-4.313	down
474	7159	-4.266	down
474	51569	-4.265	down
474	10131	-4.183	down
474	4846	4.346	up
474	9903	4.712	up
474	23443	4.774	up
475	6696	5.5760000000000005	up
481	51116	-4.236000000000001	down
481	7088	-4.223	down
481	9695	4.105	up
481	8821	4.112	up
481	4925	4.511	up
481	9709	4.521	up
506	5018	-7.849	down
506	840	-7.324	down
506	1398	-5.642	down
506	11168	-5.517	down
506	51026	-5.497999999999999	down
506	1829	-5.382999999999999	down
506	29082	-5.207000000000001	down
506	5696	-4.761	down
506	9961	-4.748	down
506	10493	-4.468	down
506	9124	-4.45	down
506	10434	-4.388	down
506	2109	-4.32	down
506	25932	4.28	up
506	9053	4.281000000000001	up
506	10732	4.388	up
506	10557	4.534	up
506	874	4.545	up
506	54681	4.548	up
506	8837	4.581	up
506	23061	4.59	up
506	79961	4.77	up
506	375346	4.784	up
506	8804	4.822	up
506	56997	4.832	up
506	3108	5.021	up
506	5331	5.127000000000001	up
506	85377	5.194	up
506	2770	5.23	up
506	7398	5.312	up
506	4850	5.46	up
506	29916	5.568	up
506	8324	5.672999999999999	up
506	6839	5.968	up
506	2625	5.989	up
506	5427	6.131	up
506	26001	6.132999999999999	up
506	7074	6.142	up
506	6804	6.152	up
506	11004	6.245	up
506	80204	7.2989999999999995	up
509	56997	4.212	up
509	9903	4.25	up
509	5331	6.1160000000000005	up
513	7153	-4.752	down
513	56889	-4.479	down
513	6390	-4.381	down
513	79961	5.013999999999999	up
527	2115	-5.242999999999999	down
527	4931	-5.07	down
527	813	-4.378	down
527	6461	-4.285	down
527	9712	4.564	up
527	26001	5.135	up
535	9813	4.238	up
535	25966	4.331	up
535	6118	4.456	up
535	10695	4.625	up
535	5290	4.64	up
535	4312	4.813	up
535	6915	4.935	up
535	6616	5.114	up
558	10776	-6.066	down
558	51070	-5.89	down
558	7088	-5.396	down
558	5997	-5.218999999999999	down
558	22827	-4.9719999999999995	down
558	51293	-4.877	down
558	10190	-4.746	down
558	26128	-4.71	down
558	54733	-4.66	down
558	29937	-4.574	down
558	3028	-4.29	down
558	22926	-4.243	down
558	30836	-4.099	down
558	3383	4.095	up
558	9961	4.096	up
558	9917	4.176	up
558	8720	4.352	up
558	11031	4.542	up
558	8324	4.662	up
558	5588	4.685	up
558	637	4.686	up
558	6909	4.704	up
558	8202	4.934	up
558	6657	5.406000000000001	up
558	4791	5.5089999999999995	up
558	8312	6.237	up
563	5529	-5.617000000000001	down
563	7099	4.12	up
563	23378	6.38	up
571	994	-5.949	down
571	9053	4.283	up
571	2908	4.305	up
571	3383	6.047999999999999	up
572	5018	-4.393	down
572	5971	5.693	up
572	23378	5.814	up
573	23212	-4.825	down
573	5880	-4.649	down
573	57215	-4.513999999999999	down
573	10057	4.085	up
573	9517	4.121	up
573	5480	4.144	up
573	4582	4.56	up
573	5468	5.3870000000000005	up
573	54442	7.27	up
581	3312	-6.446000000000001	down
581	11137	-6.13	down
581	9270	-5.422999999999999	down
581	7866	-4.995	down
581	51160	-4.992	down
581	2195	-4.978	down
581	54881	-4.829	down
581	51203	-4.662	down
581	10969	-4.647	down
581	6194	-4.632	down
581	10813	-4.526	down
581	10007	-4.4910000000000005	down
581	8878	-4.378	down
581	1983	-4.316	down
581	23325	-4.295	down
581	200081	-4.287	down
581	55256	-4.243	down
581	79080	-4.235	down
581	6184	-4.206	down
581	5710	-4.072	down
581	1956	4.121	up
581	4791	4.15	up
581	80204	4.166	up
581	6777	4.178	up
581	56924	4.212	up
581	5831	4.331	up
581	10892	4.37	up
581	9143	4.414	up
581	3383	4.434	up
581	5743	4.736000000000001	up
581	4582	4.819	up
581	9710	4.85	up
581	29911	4.877	up
587	11232	-5.694	down
587	9128	-5.357	down
587	10695	4.319	up
595	3486	-9.023	down
595	56654	-6.266	down
595	3122	-6.135	down
595	27095	-5.542999999999999	down
595	9961	-5.096	down
595	54386	-4.688	down
595	8878	-4.638	down
595	10857	-4.3919999999999995	down
595	230	-4.195	down
595	3988	-4.183	down
595	392	-4.092	down
595	79902	4.063	up
595	2146	4.07	up
595	10652	4.1339999999999995	up
595	8914	4.143	up
595	55604	4.155	up
595	84722	4.171	up
595	27346	4.181	up
595	9275	4.185	up
595	9738	4.506	up
595	890	4.559	up
595	10051	4.5969999999999995	up
595	4605	4.6080000000000005	up
595	4067	4.67	up
595	899	4.85	up
595	8318	5.018	up
595	672	5.075	up
595	1643	5.115	up
595	5827	5.191	up
595	9833	5.447	up
595	9531	5.476	up
595	3315	6.502999999999999	up
595	4172	6.888999999999999	up
595	3280	6.996	up
595	3337	8.083	up
595	3303	8.142000000000001	up
595	595	28.517	up
598	11011	-4.455	down
598	11200	4.385	up
598	835	4.649	up
598	57192	4.808	up
599	5696	5.048	up
599	23139	5.221	up
599	51056	5.5520000000000005	up
599	9246	7.818	up
599	6772	9.232000000000001	up
599	55008	13.757	up
599	5359	14.582	up
604	11098	-5.282	down
604	8607	-4.237	down
604	991	-4.184	down
604	55620	4.124	up
604	27244	4.523	up
604	3162	4.763	up
604	1509	5.1160000000000005	up
604	10057	6.587999999999999	up
629	10776	-6.502000000000001	down
629	29082	-4.285	down
629	25966	5.178999999999999	up
629	4925	8.043	up
629	9709	8.292	up
637	891	-4.168	down
637	80204	4.07	up
637	8324	5.2379999999999995	up
637	55825	5.593	up
638	10057	5.787000000000001	up
639	5696	-7.704	down
639	2064	-7.462999999999999	down
639	5720	-6.9239999999999995	down
639	11098	-6.722	down
639	10857	-6.718999999999999	down
639	5154	-6.629	down
639	22934	-6.57	down
639	5721	-6.565	down
639	4609	-6.412000000000001	down
639	644	-6.028	down
639	26520	-5.937	down
639	1429	-5.901	down
639	991	-5.678	down
639	5111	-5.553	down
639	10797	-5.531000000000001	down
639	54733	-5.29	down
639	3385	-5.2170000000000005	down
639	26227	-5.193	down
639	332	-4.958	down
639	55748	-4.798	down
639	23636	-4.603	down
639	1643	-4.599	down
639	6182	-4.541	down
639	22827	-4.499	down
639	8870	-4.468999999999999	down
639	5836	-4.377	down
639	3315	-4.2330000000000005	down
639	80758	-4.198	down
639	29083	-4.195	down
639	5050	-4.1610000000000005	down
639	5236	-4.069	down
639	1738	-4.065	down
639	23097	4.053999999999999	up
639	6812	4.073	up
639	5777	4.206	up
639	7077	4.485	up
639	1050	4.5760000000000005	up
639	9695	4.5760000000000005	up
639	4482	4.628	up
639	868	4.739	up
639	348	4.755	up
639	11182	4.801	up
639	54681	4.827	up
639	10610	4.917	up
639	5331	4.9239999999999995	up
639	4216	4.975	up
639	7852	4.9910000000000005	up
639	10765	5.141	up
639	6275	5.372999999999999	up
639	2817	5.438	up
639	481	5.751	up
639	2745	5.812	up
639	9854	6.255	up
639	2624	6.322	up
639	57192	6.486000000000001	up
639	1514	6.907	up
639	5627	8.11	up
639	4846	14.140999999999998	up
642	9093	-5.767	down
644	991	-4.418	down
644	80212	5.153	up
644	80204	5.972	up
644	644	16.372	up
652	23224	-7.362	down
652	10038	-6.749	down
652	9093	-5.626	down
652	994	-5.141	down
652	1514	-4.89	down
652	51282	-4.771	down
652	10451	4.092	up
652	4925	4.113	up
652	6347	4.162	up
652	3566	4.555	up
652	84890	4.769	up
652	10320	4.782	up
652	79174	4.836	up
652	1635	6.415	up
652	8312	7.291	up
652	9709	8.469	up
652	727	8.972000000000001	up
652	652	14.686	up
660	4282	-4.084	down
660	84890	4.5889999999999995	up
660	8061	4.8260000000000005	up
660	80746	5.04	up
660	1958	10.0	up
662	5018	-4.922	down
662	79850	-4.1530000000000005	down
662	6050	-4.13	down
662	4851	4.511	up
662	3815	5.591	up
664	6790	-4.645	down
664	64781	4.55	up
670	22827	-7.468999999999999	down
670	5111	-7.212000000000001	down
670	56654	-4.917	down
670	55699	-4.346	down
670	2109	-4.1739999999999995	down
670	5018	-4.171	down
670	1212	-4.0889999999999995	down
672	51026	-4.165	down
672	57192	5.027	up
673	991	4.365	up
673	1062	4.413	up
673	2353	4.618	up
673	6790	4.811	up
673	84159	5.2379999999999995	up
673	9918	5.434	up
673	1958	14.578	up
677	8870	-8.082	down
677	10776	-6.653	down
677	1026	-5.87	down
677	23670	-5.599	down
677	2109	-5.596	down
677	29082	-5.574	down
677	22908	-5.542999999999999	down
677	10797	-5.329	down
677	58478	-5.202000000000001	down
677	481	-5.117	down
677	6275	-5.0280000000000005	down
677	7296	-4.994	down
677	5347	-4.912	down
677	7494	-4.783	down
677	54205	-4.72	down
677	813	-4.612	down
677	5357	-4.558	down
677	23210	-4.537	down
677	533	-4.535	down
677	55699	-4.503	down
677	2222	-4.496	down
677	2673	-4.41	down
677	26520	-4.255	down
677	9926	-4.213	down
677	3066	-4.122	down
677	2745	-4.0969999999999995	down
677	896	-4.062	down
677	23077	4.075	up
677	10007	4.183	up
677	5971	4.2010000000000005	up
677	7690	4.238	up
677	55008	4.291	up
677	57192	4.375	up
677	4016	4.6739999999999995	up
677	10046	4.6819999999999995	up
687	124583	-8.541	down
687	10227	-5.8629999999999995	down
687	3157	-5.781000000000001	down
687	11137	-5.602	down
687	10493	-4.737	down
687	27242	-4.65	down
687	26511	-4.5760000000000005	down
687	5154	-4.294	down
687	3315	-4.247	down
687	54499	4.064	up
687	4793	4.102	up
687	7074	4.285	up
687	51382	4.435	up
687	83743	4.513	up
687	26036	4.534	up
687	6342	4.547	up
687	23338	4.611000000000001	up
687	23139	4.665	up
687	5440	4.746	up
687	57019	4.798	up
687	10557	4.885	up
687	6499	5.038	up
687	8800	5.081	up
687	4850	5.4879999999999995	up
687	4208	5.881	up
687	80347	6.065	up
687	5891	6.1339999999999995	up
687	1802	6.928	up
687	57192	8.626	up
694	84617	-6.096	down
694	26520	-4.726	down
694	11098	-4.37	down
694	51382	-4.353	down
694	813	-4.162	down
694	9531	-4.107	down
694	10730	-4.065	down
694	10046	4.419	up
695	4864	4.132	up
695	1514	4.2989999999999995	up
695	3383	4.301	up
695	5997	7.04	up
701	9128	-4.729	down
701	51056	-4.148	down
701	9053	4.538	up
701	701	11.435	up
712	6284	-5.781000000000001	down
712	994	-5.718999999999999	down
712	5111	-4.922	down
712	5997	-4.899	down
712	6697	-4.895	down
712	9531	-4.84	down
712	3925	-4.802	down
712	3303	-4.801	down
712	51293	-4.7780000000000005	down
712	7088	-4.726	down
712	55699	-4.724	down
712	10146	-4.688	down
712	983	-4.527	down
712	9133	-4.507	down
712	10493	-4.44	down
712	5627	-4.423	down
712	9270	-4.422	down
712	84617	-4.418	down
712	3312	-4.398	down
712	5836	-4.372	down
712	4172	-4.362	down
712	6894	-4.34	down
712	10112	-4.324	down
712	1759	-4.275	down
712	6117	-4.191	down
712	6597	-4.143	down
712	10190	-4.069	down
712	9761	4.236000000000001	up
712	23443	4.255	up
712	1052	4.345	up
712	2673	4.373	up
712	57761	4.375	up
712	868	4.673	up
712	5588	4.688	up
712	10150	4.691	up
712	9650	4.895	up
712	54541	4.914	up
712	727	5.05	up
712	10972	5.106	up
712	55033	5.145	up
712	10797	5.156000000000001	up
712	26136	5.499	up
712	7376	5.524	up
712	6509	5.568	up
712	7494	5.599	up
712	26227	5.638999999999999	up
712	2745	5.827000000000001	up
712	5883	6.055	up
712	6184	6.234	up
712	9181	6.242999999999999	up
712	16	6.245	up
712	8900	6.375	up
712	5831	6.4639999999999995	up
712	5909	7.502000000000001	up
712	5925	9.356	up
712	9695	9.865	up
712	10525	10.142999999999999	up
712	10237	14.03	up
712	79174	14.2	up
712	9709	14.860999999999999	up
712	4925	18.575	up
716	25932	-4.357	down
716	2288	-4.266	down
716	2778	-4.162	down
717	10273	-4.302	down
717	10362	-4.11	down
758	3303	5.221	up
758	64080	5.682	up
780	51382	-4.0569999999999995	down
801	7852	4.1530000000000005	up
801	154	5.17	up
808	5927	4.235	up
808	808	8.533999999999999	up
811	991	-6.037999999999999	down
818	1983	-4.159	down
819	26136	-4.872	down
819	9093	-4.497	down
823	200734	-4.138	down
823	80204	4.753	up
835	26520	-5.94	down
835	991	-5.617000000000001	down
835	2146	-4.935	down
835	7153	-4.671	down
835	10362	-4.4030000000000005	down
835	5111	-4.281000000000001	down
835	5092	-4.218999999999999	down
835	5836	-4.204	down
835	11230	-4.199	down
835	51382	-4.159	down
835	79850	-4.127	down
835	10112	-4.099	down
835	80349	-4.084	down
835	23386	-4.053	down
835	4067	4.082	up
835	2736	4.118	up
835	23536	4.2989999999999995	up
835	1677	4.803999999999999	up
835	80204	4.817	up
835	5654	4.829	up
835	55008	5.05	up
835	7852	5.069	up
835	8835	5.728	up
835	3162	6.745	up
836	51375	-5.746	down
836	5048	-5.648	down
836	9897	-5.121	down
836	10221	-4.655	down
836	1500	-4.6160000000000005	down
836	9212	-4.206	down
836	4313	-4.166	down
836	1676	-4.101	down
836	29916	6.182	up
842	6804	4.64	up
847	5566	-6.287000000000001	down
847	6253	-4.649	down
847	27242	-4.401	down
847	22823	-4.373	down
847	23013	-4.127	down
847	80349	4.069	up
847	54915	4.125	up
847	11261	4.165	up
847	54442	4.298	up
847	10153	4.4639999999999995	up
847	1021	4.73	up
857	51635	-4.2330000000000005	down
857	9903	4.9319999999999995	up
865	10112	-4.859	down
865	25966	4.075	up
865	2778	5.814	up
866	79850	-5.7410000000000005	down
866	22827	-5.371	down
866	3033	-4.8180000000000005	down
866	5018	-4.743	down
866	9133	-4.541	down
