perturbagen	down-imputed	down-measured	up-imputed	up-measured
4773	8	23	5	2
4775	7	35	18	29
4779	5	7	1	6
4780	32	60	22	19
4781	10	31	14	19
4782	0	10	2	3
4783	2	10	1	4
4790	3	12	3	7
4791	17	31	11	7
4792	27	43	29	29
4793	58	71	69	42
4794	13	21	4	14
4795	13	29	6	18
4798	5	10	4	12
4801	37	52	64	31
4804	3	12	0	4
4811	4	15	1	4
4817	13	46	6	23
4830	28	43	21	20
4831	1	1	0	0
4832	0	3	0	2
4833	17	51	13	22
4835	10	34	11	11
4836	95	77	146	60
4837	21	31	6	12
4841	2	9	0	2
4846	2	23	3	8
4849	12	15	3	12
4850	1	16	9	12
4851	64	70	120	52
4853	13	23	6	8
4856	13	19	7	12
4860	36	54	22	17
4864	75	81	75	72
4869	4	17	2	9
4881	1	2	0	2
4882	0	2	1	1
4886	12	23	8	17
4891	2	18	2	5
4893	100	72	131	88
4900	1	2	1	0
4904	5	23	1	5
4905	20	23	3	8
4907	58	62	25	17
4914	9	16	1	6
4915	1	6	1	6
4916	14	26	2	4
4919	1	4	0	2
4920	1	2	2	0
4921	0	2	2	1
4923	8	10	4	2
4925	24	35	20	9
4926	32	53	14	17
4927	12	25	5	18
4929	2	10	1	4
4931	51	89	30	35
4938	4	5	6	4
4942	0	3	0	0
4946	4	26	7	9
4947	45	66	25	30
4953	8	21	5	14
4967	4	8	1	5
4968	27	54	16	38
4976	18	46	11	19
4998	39	65	26	35
5002	0	2	0	1
5004	6	25	6	7
5013	10	18	4	2
5015	2	6	1	7
5018	60	29	24	21
5019	32	36	37	27
5021	0	15	1	1
5025	8	15	1	4
5029	3	10	4	7
5031	4	19	6	6
5033	92	84	93	56
5034	9	35	12	16
5036	5	9	3	1
5037	9	17	5	4
5045	16	32	22	14
5048	1	11	1	3
5049	12	13	1	12
5050	25	35	14	14
5052	0	15	1	5
5053	7	28	7	6
5054	0	6	0	1
5055	4	10	7	1
5058	6	18	4	8
5062	0	11	1	6
5063	2	10	1	4
5066	4	14	0	6
5073	58	70	32	63
5079	9	24	7	8
5080	1	15	0	2
5087	0	9	0	0
5091	14	28	26	31
5092	33	40	51	26
5096	9	6	3	3
5104	10	28	3	8
5105	13	24	8	4
5106	82	40	24	16
5108	5	8	3	10
5110	40	37	26	14
5111	26	33	22	26
5127	3	17	3	7
5128	1	7	0	7
5129	0	2	1	0
5134	14	39	14	15
5144	3	15	3	4
5156	0	7	5	4
5157	0	1	0	2
5159	6	22	2	8
5160	16	42	9	27
5162	2	11	3	0
5163	5	8	3	5
5164	6	16	11	5
5165	1	2	0	0
5166	0	1	0	0
5167	7	43	5	25
5170	133	94	46	94
5184	58	63	70	38
5187	0	1	0	0
5188	13	27	1	15
5193	0	8	3	1
5194	0	3	2	5
5198	33	58	8	19
5202	102	104	60	117
5207	0	0	1	0
5208	0	3	0	2
5209	36	74	19	32
5210	2	6	3	4
5211	24	37	9	19
5213	0	5	0	1
5214	1	2	0	2
5217	5	20	5	6
5218	0	2	0	1
5223	35	27	29	13
5226	1	18	3	1
5228	24	34	19	17
5230	24	31	15	24
5232	0	1	0	1
5236	22	30	20	17
5243	18	38	12	19
5244	2	10	2	1
5245	115	82	102	43
5252	14	35	10	10
5253	63	58	40	51
5255	16	43	7	13
5256	0	2	0	3
5257	23	35	31	18
5260	1	21	1	3
5261	34	45	9	28
5264	11	23	3	11
5265	5	25	5	5
5268	7	15	5	2
5269	1	5	0	2
5277	2	4	2	3
5286	49	73	124	69
5287	25	28	10	15
5288	0	3	0	0
5289	16	48	9	9
5290	18	41	8	23
5291	28	63	13	33
5292	9	42	14	28
5293	0	9	1	5
5294	4	26	1	13
5295	41	54	30	45
5296	2	12	3	3
5297	5	19	2	5
5298	0	0	0	1
5300	53	30	27	26
5305	0	4	0	5
5306	3	5	2	6
5310	54	53	28	24
5313	0	2	1	2
5315	7	18	3	1
5320	9	49	6	9
5321	13	30	3	18
5325	2	11	2	10
5327	77	67	200	69
5328	22	28	5	16
5329	24	32	18	22
5331	3	21	7	7
5332	0	7	4	2
5335	0	4	3	1
5336	1	26	0	10
5337	19	29	17	10
5338	2	2	3	3
5345	4	24	8	12
5347	30	44	5	31
5351	10	29	2	16
5352	0	9	1	0
5355	5	36	6	12
5357	3	16	1	2
5359	29	33	39	27
5361	21	47	14	25
5362	0	10	6	2
5364	0	1	0	1
5365	1	1	0	1
5366	2	9	1	2
5371	9	33	4	9
5373	95	54	72	55
5378	13	36	4	3
5387	72	64	30	48
5411	10	22	4	9
5422	2	3	1	0
5423	65	80	69	33
5427	6	21	5	7
5428	7	33	6	10
5430	199	132	185	118
5432	4	18	3	11
5433	7	23	11	18
5434	60	79	31	54
5435	48	51	28	45
5437	34	48	20	33
5438	371	129	417	145
5440	75	54	28	19
5442	1	15	2	2
5445	0	3	1	5
5446	42	38	21	21
5447	3	8	0	1
5450	4	16	5	17
5451	3	6	1	0
5452	3	9	1	4
5460	3	6	4	6
5465	16	22	11	32
5467	3	12	3	5
5468	21	40	8	21
5469	6	20	1	6
5471	52	65	52	36
5478	130	96	191	95
5479	5	9	4	6
5480	8	38	12	9
5495	1	7	2	2
5498	21	37	12	14
5499	2	25	2	13
5501	2	21	1	6
5511	5	20	7	4
5515	3	8	0	1
5516	5	15	4	17
5518	1	14	11	5
5522	7	15	4	17
5523	53	68	45	35
5524	6	25	4	11
5525	2	18	1	3
5526	7	21	2	5
5527	2	16	3	13
5529	3	22	1	11
5530	21	41	13	30
5531	7	30	7	19
5532	0	11	2	4
5533	2	13	2	2
5534	20	22	31	23
5535	13	25	2	12
5538	7	24	2	6
5546	7	20	2	4
5547	158	114	143	77
5550	2	6	1	2
5562	80	67	42	29
5563	2	4	2	0
5564	1	5	0	0
5565	5	9	5	4
5566	109	92	109	59
5567	4	22	0	2
5568	1	6	1	1
5569	1	0	3	1
5571	8	9	2	9
5573	28	71	29	37
5575	2	11	7	9
5576	5	15	2	2
5577	15	29	15	14
5578	11	28	3	7
5579	6	24	3	9
5580	14	35	11	16
5581	9	26	13	19
5582	0	3	1	3
5583	2	4	3	1
5584	2	9	2	3
5585	23	43	19	31
5586	9	22	0	7
5587	0	7	2	1
5588	7	19	2	16
5590	99	80	100	70
5591	21	50	39	27
5592	0	2	0	1
5593	0	0	0	1
5594	0	10	1	2
5595	8	14	3	14
5596	0	1	0	0
5597	1	2	1	0
5598	2	5	0	1
5599	15	30	9	12
5600	0	5	2	0
5601	48	52	64	34
5602	1	5	3	4
5603	12	28	9	17
5604	7	20	5	10
5605	16	42	8	16
5606	8	32	4	9
5607	86	84	48	58
5608	107	92	50	61
5609	0	5	2	1
5610	21	39	10	18
5612	4	19	4	8
5613	1	5	1	1
5616	1	0	1	2
5618	6	22	6	6
5621	14	38	13	8
5624	9	25	6	10
5627	3	13	6	8
5629	19	35	9	12
5631	2	2	0	1
5634	0	0	1	0
5636	32	49	15	24
5641	0	8	2	2
5645	2	12	3	13
5646	2	14	4	7
5649	1	12	0	2
5653	10	15	4	6
5654	8	18	3	13
5660	12	27	7	10
5663	17	45	10	16
5664	21	35	10	14
5681	1	11	0	2
5682	216	105	279	95
5684	4	42	14	36
5686	3	16	0	8
5688	11	43	16	28
5689	98	82	115	61
5690	478	222	522	236
5693	62	70	86	70
5695	50	77	38	84
5696	5	6	0	2
5698	13	17	3	9
5699	6	21	3	9
5707	469	188	531	161
5708	156	97	235	73
5709	108	76	119	73
5710	53	38	27	30
5711	10	33	7	13
5714	2	8	0	13
5715	7	8	1	7
5716	46	40	27	26
5720	28	24	5	2
5721	6	6	1	3
5723	42	59	12	70
5727	5	21	7	7
5728	63	46	48	51
5734	5	3	1	2
5737	6	22	6	9
5743	11	19	3	5
5744	2	11	6	11
5747	161	143	80	100
5754	3	9	4	10
5756	1	0	0	0
5763	189	103	124	96
5770	83	82	41	40
5771	1	4	0	0
5775	2	4	0	4
5777	2	25	0	5
5781	1	2	1	3
5782	387	209	613	213
5792	13	28	15	16
5793	2	9	3	3
5796	1	12	1	6
5805	5	12	3	4
5810	6	9	1	3
5813	3	8	0	2
5816	4	7	5	2
5817	0	8	2	3
5819	4	16	3	3
5824	2	7	3	0
5825	1	6	0	1
5827	4	16	1	2
5829	35	47	20	21
5831	15	20	5	10
5832	19	48	3	17
5836	1	6	0	1
5859	14	27	3	18
5860	4	14	3	4
5867	1	5	1	2
5868	5	21	3	21
5869	2	16	0	4
5871	0	3	1	1
5873	22	47	25	25
5875	0	1	0	0
5879	16	36	4	10
5881	1	6	2	5
5883	91	87	134	57
5887	75	61	112	70
5888	50	31	6	15
5889	9	25	5	7
5891	27	50	46	43
5894	218	105	559	146
5898	9	23	2	9
5899	1	11	0	3
5900	8	16	3	13
5901	29	53	28	37
5906	14	30	19	20
5909	0	10	0	4
5910	9	18	3	11
5914	37	65	36	38
5915	3	15	2	7
5916	2	7	2	2
5918	9	14	5	17
5920	13	24	2	1
5921	5	16	0	8
5925	36	49	69	58
5927	196	115	142	68
5928	3	8	1	10
5930	86	42	14	21
5931	10	21	1	8
5932	13	21	8	8
5933	2	8	3	6
5934	22	34	7	13
5937	13	23	8	7
5947	5	26	3	4
5950	1	7	2	2
5962	5	10	2	7
5966	30	59	19	24
5970	2	2	0	0
5971	0	7	2	2
5979	37	60	30	46
5981	6	20	0	1
5982	33	46	8	14
5985	0	10	1	1
5986	2	9	1	2
5987	1	7	4	1
5990	1	5	1	0
5992	10	18	9	7
5993	7	41	6	19
5997	30	46	9	20
5999	0	5	1	3
6004	6	20	2	12
6009	47	38	31	27
6011	0	4	0	1
6015	1	7	1	5
6016	8	26	4	1
6038	1	7	7	6
6041	0	1	0	1
6046	10	17	0	5
6048	1	8	3	0
6050	14	18	0	5
6093	19	20	13	7
6097	135	80	309	57
6098	6	14	5	6
6102	0	1	1	0
6117	25	34	37	17
6118	44	47	54	29
6119	30	33	10	13
6129	162	99	180	74
6146	0	8	0	0
6182	21	8	3	1
6184	58	54	28	25
6185	81	73	16	43
6188	31	56	5	36
6189	39	58	14	37
6193	70	45	11	20
6194	555	156	350	162
6195	35	35	33	23
6196	2	17	3	9
6197	34	50	19	22
6198	6	20	5	11
6199	2	4	0	3
6201	63	69	72	70
6203	22	56	14	28
6204	5	23	1	3
6207	56	69	59	49
6208	132	94	63	67
6210	24	47	10	25
6217	28	57	13	46
6223	101	74	75	40
6233	59	65	31	47
6240	164	77	73	60
6241	0	6	1	1
6251	4	7	3	2
6253	13	16	5	3
6256	69	89	45	57
6257	3	7	2	2
6258	58	65	34	57
6259	148	89	70	51
6271	3	13	3	10
6272	2	8	0	4
6275	8	20	4	7
6277	2	14	7	10
6282	7	24	6	7
6284	3	13	1	4
6285	5	16	3	4
6286	2	9	2	2
6294	1	5	2	1
6300	3	17	7	9
6301	11	26	7	3
6302	3	1	0	0
6303	2	19	3	2
6304	8	28	17	25
6307	7	32	3	7
6309	29	39	25	32
6310	3	0	0	1
6335	11	21	5	19
6337	26	57	5	35
6342	2	0	0	1
6347	0	4	2	1
6351	1	1	0	0
6364	8	26	16	14
6387	9	33	9	17
6389	46	76	35	50
6390	74	16	19	8
6391	1	12	1	1
6392	6	36	10	8
6397	0	3	3	3
6416	17	40	14	21
6418	16	37	2	9
6427	56	79	48	69
6428	267	127	464	113
6429	8	30	8	16
6434	5	2	3	5
6443	12	46	19	23
6446	23	42	10	19
6453	6	11	2	9
6455	4	19	3	5
6461	10	25	1	21
6464	4	27	4	10
6469	20	35	12	19
6472	7	15	1	12
6477	6	24	0	3
6478	6	12	2	11
6491	32	47	30	16
6493	4	23	1	9
6499	55	61	36	29
6500	3	16	1	2
6502	1	12	0	2
6505	5	12	1	4
6509	12	21	3	6
6510	11	18	8	14
6511	11	26	8	7
6513	4	8	7	3
6514	3	13	0	0
6519	0	13	4	10
6520	2	18	5	5
6535	6	22	12	19
6541	1	7	1	2
6548	30	38	23	19
6553	4	2	2	0
6558	8	9	2	5
6566	20	43	10	18
6567	3	7	5	4
6576	25	46	9	17
6583	6	26	7	9
6584	3	19	0	8
6591	2	18	7	4
6595	1	14	3	6
6597	39	34	43	29
6598	55	63	44	60
6599	37	44	16	19
6601	7	10	5	5
6603	10	40	7	25
6605	10	36	15	18
6608	0	5	3	5
6611	5	9	4	5
6615	0	1	0	0
6617	20	31	4	20
6621	5	7	5	9
6622	10	28	3	27
6625	2	14	3	7
6626	3	11	2	4
6632	47	76	51	69
6643	4	17	2	8
6646	21	56	13	30
6647	189	119	81	104
6648	17	28	22	16
6652	5	8	5	6
6654	9	32	8	7
6655	9	21	3	4
6657	64	84	25	58
6658	17	35	22	14
6659	38	58	29	33
6660	0	2	0	2
6663	9	25	2	7
6664	15	16	9	24
6670	23	42	5	14
6672	4	19	11	12
6675	2	12	6	8
6676	5	13	5	4
6678	5	11	5	2
6689	0	3	1	1
6696	47	64	19	45
6697	454	148	453	120
6709	2	20	2	3
6713	2	9	0	4
6714	197	106	182	88
6715	10	14	8	10
6720	10	16	7	5
6721	12	21	3	9
6722	39	37	19	38
6723	40	66	25	46
6725	1	6	1	4
6727	9	25	3	10
6732	7	14	5	10
6733	1	3	0	0
6741	4	17	0	3
6757	7	35	8	15
6767	1	4	0	0
6768	6	20	3	8
6772	473	210	527	237
6773	1	4	1	2
6774	67	53	130	58
6775	2	8	5	4
6776	20	32	21	25
6777	20	43	5	7
6778	268	102	289	91
6787	4	12	2	3
6788	39	49	9	45
6790	401	153	203	143
6792	0	2	0	0
6793	2	20	2	12
6794	32	40	8	19
6795	1	0	2	1
6799	6	11	0	4
6804	9	21	5	9
6810	9	21	7	12
6812	5	11	1	4
6813	2	19	3	7
6817	3	12	1	2
6818	9	48	1	30
6820	18	27	11	23
6821	2	10	2	1
6822	5	14	4	14
6827	5	17	4	5
6829	94	62	61	47
6832	35	57	65	42
6839	1	14	1	3
6845	12	26	7	10
6850	9	21	6	6
6854	3	0	0	1
6856	2	10	2	5
6857	56	52	21	32
6868	7	28	1	7
6871	8	31	7	9
6872	2	7	2	3
6883	4	12	0	4
6884	6	10	4	4
6885	33	60	16	13
6886	2	16	1	2
6887	3	10	5	6
6890	1	4	1	3
6894	9	29	5	10
6895	0	8	1	1
6897	219	135	316	105
6906	6	19	5	7
6908	18	25	6	6
6909	6	22	5	4
6910	2	3	2	0
6915	61	43	28	19
6917	2	9	0	1
6919	1	13	3	6
6924	5	5	1	1
6925	5	17	3	3
6926	1	6	0	3
6927	0	17	3	8
6928	7	28	6	12
6929	20	33	4	6
6932	3	19	5	4
6934	2	9	0	1
6935	16	40	4	21
6938	4	15	2	4
6944	13	39	8	19
6988	8	24	5	11
6990	18	43	33	20
7001	2	21	3	9
7003	4	14	1	3
7004	6	20	2	6
7010	9	14	3	6
7013	154	93	77	74
7016	14	35	20	11
7018	8	16	4	11
7020	5	26	1	9
7023	10	22	10	24
7024	41	47	37	31
7025	6	22	2	3
7026	29	49	14	13
7027	3	4	1	3
7029	3	12	2	10
7030	2	15	2	4
7031	4	6	0	2
7032	9	18	7	19
7035	7	17	3	8
7037	1	4	0	1
7039	11	24	12	14
7040	16	44	15	21
7046	37	47	14	20
7048	26	37	10	24
7049	0	3	0	0
7052	7	18	6	12
7054	9	20	4	4
7056	38	45	15	27
7057	16	33	9	20
7071	15	31	15	17
7074	3	31	6	13
7075	1	3	2	1
7076	37	42	14	8
7077	100	81	142	56
7078	5	28	5	10
7079	6	19	3	4
7080	12	18	6	7
7082	7	19	3	8
7083	35	46	13	32
7084	0	1	0	1
7086	5	11	2	9
7088	497	150	333	188
7089	14	30	4	6
7090	3	34	4	6
7097	5	17	5	5
7099	3	18	2	5
7100	18	39	4	10
7103	18	40	7	6
7105	11	27	11	18
7106	3	22	14	9
7108	2	3	2	3
7117	0	8	1	1
7124	5	11	4	5
7126	9	37	2	7
7128	39	62	39	15
7132	6	8	0	1
7150	13	45	4	10
7153	10	19	2	6
7155	1	5	0	5
7157	131	64	71	46
7158	16	20	16	9
7159	1	15	2	2
7165	28	44	39	29
7167	51	51	13	22
7168	3	5	0	1
7172	0	2	0	0
7175	3	11	3	10
7181	4	22	10	18
7182	3	5	1	2
7184	7	34	6	12
7185	13	35	3	9
7186	12	35	10	6
7187	8	28	2	18
7188	28	55	7	27
7189	7	24	6	15
7204	11	31	7	11
7226	10	31	5	17
7227	12	47	7	16
7247	1	14	3	7
7248	12	19	9	12
7249	7	16	6	8
7251	41	50	12	22
7263	4	32	6	10
7264	73	82	59	50
7267	16	27	27	18
7270	0	14	0	1
7272	27	50	10	25
7273	1	4	2	5
7276	30	36	4	7
7280	51	76	28	34
7291	7	28	6	11
7292	8	22	4	8
7294	0	2	0	4
7295	7	23	2	10
7296	46	59	66	39
7297	3	9	1	5
7298	7	27	2	13
7301	19	47	12	24
7311	18	35	40	48
7314	30	50	11	42
7316	68	73	27	46
7319	16	20	11	12
7321	42	72	47	25
7323	1	14	0	2
7332	1	11	1	10
7334	17	41	12	16
7335	11	16	1	15
7337	7	22	4	11
7342	8	18	5	12
7343	3	16	4	11
7345	9	26	7	9
7353	30	35	20	35
7357	9	29	6	6
7358	261	112	191	109
7360	20	36	21	14
7371	7	21	5	6
7374	1	7	3	6
7376	18	32	14	19
7381	13	31	6	10
7384	60	64	51	40
7386	3	18	2	3
7389	19	39	9	29
7391	4	26	5	22
7398	5	30	10	12
7405	96	72	39	38
7407	10	27	5	17
7415	45	60	55	39
7416	77	59	35	30
7421	13	37	4	10
7422	8	25	7	12
7423	0	14	5	11
7424	12	14	14	14
7428	11	37	7	19
7430	3	1	1	4
7431	37	57	18	45
7433	2	11	3	5
7443	40	58	24	29
7444	98	88	35	25
7453	13	24	6	12
7465	19	34	6	13
7466	138	53	175	62
7468	6	24	1	10
7471	9	25	5	14
7474	2	19	2	4
7477	9	40	8	25
7480	12	23	1	7
7481	8	18	1	7
7483	5	20	6	4
7484	9	16	7	11
7485	4	6	1	2
7486	144	90	64	95
7490	21	41	5	24
7494	437	154	563	142
7504	4	13	6	5
7508	6	18	0	3
7511	21	38	9	25
7518	26	47	16	27
7520	27	56	23	38
7525	43	64	17	42
7528	13	39	9	22
7533	14	25	3	8
7534	2	4	1	4
7535	2	4	2	6
7536	6	9	3	11
7538	27	45	14	25
7541	2	36	11	14
7543	78	80	127	62
7546	6	17	4	5
7554	21	36	8	16
7569	9	20	4	8
7570	12	44	1	18
7572	2	18	3	13
7580	4	8	2	0
7597	4	17	2	1
7625	5	20	8	10
7639	2	12	1	15
7690	6	12	1	1
7692	13	36	9	12
7693	0	18	1	7
7695	11	15	3	6
7697	6	16	3	6
7699	0	4	1	1
7702	30	45	8	14
7703	2	11	4	5
7727	0	4	0	9
7728	5	19	4	3
7733	5	17	8	3
7748	3	3	2	2
7750	21	43	31	28
7752	8	10	2	6
7753	11	26	4	20
7756	3	4	0	1
7760	12	10	5	5
7764	16	31	4	12
7771	4	17	5	3
7775	39	36	11	16
7780	11	20	5	6
7786	0	1	1	0
7803	323	138	122	134
7832	93	68	27	33
7840	33	58	16	31
7846	0	11	0	4
7849	87	74	81	68
7850	6	21	2	6
7852	14	34	8	8
7855	184	109	228	60
7862	8	29	5	6
7866	14	17	15	8
7867	18	34	4	10
7874	153	102	95	103
7879	4	16	3	7
7905	5	14	2	6
7913	33	43	12	11
7915	8	32	9	16
7917	63	60	23	27
7919	10	31	14	26
7923	7	10	8	23
7936	7	35	2	4
7965	7	14	7	12
7976	4	11	1	2
7982	9	24	5	9
7984	48	57	34	32
7988	0	13	2	8
7994	110	73	123	75
8019	1	11	2	2
8022	7	19	4	20
8027	8	27	7	3
8028	7	12	2	6
8031	19	34	6	11
8050	299	140	627	148
8061	11	27	4	10
8089	6	20	3	3
8091	3	4	3	3
8092	1	9	1	3
8140	1	8	0	2
8148	4	3	0	1
8165	10	28	11	21
8192	35	51	23	25
8193	13	34	9	24
8202	310	117	146	98
8204	3	15	0	6
8208	9	18	10	5
8220	3	4	4	6
8226	24	26	10	18
8227	5	9	4	14
8233	4	9	4	3
8239	11	15	6	11
8243	13	32	14	16
8270	4	8	3	0
8295	35	52	12	25
8312	3	13	3	5
8313	13	26	4	6
8315	8	19	2	9
8317	3	17	2	3
8318	4	15	0	5
8321	5	30	9	12
8322	23	51	18	28
8323	8	10	4	5
8324	7	34	4	12
8325	8	26	6	6
8332	0	2	0	0
8334	2	11	2	14
8349	9	26	3	14
8350	0	4	1	0
8358	0	3	1	1
8382	1	1	0	3
8394	1	2	1	0
8395	1	1	3	0
8396	9	7	0	0
8406	1	1	1	0
8408	9	26	6	6
8409	7	23	2	13
8428	2	6	1	1
8431	4	24	4	6
8435	17	41	5	12
8438	5	15	4	7
8444	150	99	171	72
8445	0	1	2	1
8446	5	17	1	8
8449	2	3	0	2
8453	2	16	6	13
8462	7	23	3	4
8463	7	18	13	9
8464	5	24	5	2
8467	2	21	3	8
8476	1	2	1	0
8477	6	20	2	5
8480	32	25	14	9
8487	7	20	12	14
8491	3	9	2	2
8493	34	35	10	9
8495	6	27	7	25
8503	8	21	2	3
8505	12	24	7	14
8508	32	12	21	12
8517	51	53	33	34
8518	68	66	44	37
8520	4	9	0	2
8522	3	5	1	3
8525	5	20	8	13
8526	0	2	2	3
8527	16	41	24	24
8531	1	8	5	3
8535	4	24	8	21
8536	8	30	7	15
8543	10	39	13	17
8548	3	16	4	8
8549	13	27	10	4
8550	122	77	77	65
8553	0	10	2	0
8554	10	30	6	10
8558	4	12	4	7
8565	15	37	4	11
8566	1	5	0	1
8569	3	13	4	9
8572	4	15	7	6
8573	4	22	3	6
8574	151	81	118	36
8575	23	20	15	12
8576	11	44	6	20
8604	19	28	8	25
8607	452	168	423	148
8609	2	8	4	11
8611	143	90	166	72
8613	110	95	55	79
8623	4	14	2	8
8624	2	5	0	5
8625	32	42	74	35
8633	0	9	1	5
8634	43	51	19	18
8635	6	20	2	4
8639	22	51	28	33
8644	70	70	28	41
8649	4	17	3	8
8650	37	38	8	10
8651	7	32	9	14
8655	55	57	39	26
8659	6	7	2	7
8660	0	6	2	1
8667	10	37	18	20
8669	0	11	0	2
8675	2	6	1	1
8678	81	54	170	52
8681	8	14	3	5
8692	3	24	5	9
8702	116	87	57	65
8703	7	13	2	3
8714	15	31	33	16
8717	2	20	3	5
8720	31	69	25	39
8726	2	9	3	1
8727	121	107	82	94
8731	22	19	3	8
8732	2	13	2	9
8737	41	50	11	40
8738	55	60	56	50
8741	1	9	1	10
8743	3	6	3	4
8751	8	40	7	10
8764	27	42	19	25
8766	34	40	49	45
8767	1	4	0	1
8771	0	5	2	1
8772	38	37	47	37
8777	3	8	1	6
8780	23	28	10	16
8784	17	40	10	21
8792	17	30	6	6
8795	1	4	1	1
8797	1	16	3	5
8798	1	0	0	1
8800	1	20	2	4
8801	5	30	5	11
8802	7	29	6	25
8803	4	17	0	5
8804	77	71	58	55
8805	3	11	0	2
8807	14	36	3	5
8814	0	4	1	4
8821	3	5	0	1
8824	6	23	0	0
8826	357	161	415	173
8829	95	59	67	47
8833	161	104	158	91
8834	10	22	5	5
8835	3	13	1	9
8836	5	15	2	3
8837	464	212	536	204
8841	23	61	24	22
8844	0	4	0	1
8848	9	18	9	9
8850	8	34	2	12
8851	1	0	0	0
8853	3	9	1	5
8859	5	3	1	0
8864	6	21	9	13
8869	8	20	2	6
8870	0	13	2	2
8872	16	21	10	14
8874	3	15	0	3
8877	0	4	2	2
8878	3	9	0	3
8879	6	20	3	4
8883	3	26	1	4
8884	3	24	4	11
8891	5	12	24	19
8892	54	77	48	41
8893	2	9	10	10
8894	0	6	36	19
8895	8	19	4	7
8896	1	15	4	12
8899	16	26	9	13
8900	61	62	31	41
8905	1	7	2	1
8914	8	14	3	8
8915	15	28	11	9
8935	0	19	2	6
8941	1	38	8	19
8942	1	12	0	3
8945	4	17	3	4
8974	40	63	48	33
8985	17	36	15	8
8986	5	19	2	6
8996	6	41	4	6
8999	0	1	0	0
9014	2	10	1	4
9016	13	36	16	16
9019	4	8	6	1
9020	210	103	103	84
9021	4	7	5	3
9031	17	49	10	26
9034	2	7	3	4
9049	0	9	2	0
9052	0	3	0	1
9053	2	21	2	14
9060	0	1	1	0
9061	3	4	2	3
9063	39	51	37	18
9064	1	1	2	0
9070	2	9	0	6
9093	9	18	6	4
9097	9	28	15	19
9111	0	8	0	5
9112	61	54	22	20
9113	0	0	2	0
9120	1	13	2	5
9121	5	8	1	0
9122	4	10	1	5
9123	53	50	53	25
9124	1	9	1	1
9126	3	13	2	7
9128	4	11	1	2
9131	4	8	1	5
9133	59	62	50	36
9134	8	30	3	13
9140	9	29	6	6
9143	4	13	2	3
9146	26	52	21	26
9149	0	1	1	0
9156	14	30	10	8
9158	5	15	0	5
9159	4	23	2	6
9170	1	23	3	4
9175	1	1	1	0
9180	7	41	8	17
9181	2	9	3	5
9183	8	9	1	7
9184	6	27	2	12
9189	0	5	3	0
9200	15	35	5	10
9201	0	1	2	1
9212	1	21	10	9
9213	2	15	5	6
9217	13	19	8	11
9218	0	6	2	5
9219	1	1	1	0
9221	17	46	12	16
9223	0	0	1	1
9231	1	11	3	1
9232	6	13	2	3
9246	68	62	76	36
9249	3	22	5	11
9252	5	24	4	14
9258	12	21	3	4
9261	1	14	0	1
9262	0	7	3	4
9263	3	2	0	0
9267	4	19	3	6
9270	10	18	5	5
9275	44	50	23	34
9276	33	57	74	51
9282	6	8	2	5
9289	195	111	220	109
9290	9	28	8	10
9294	0	5	1	1
9296	10	26	5	15
9308	52	78	29	63
9314	15	24	7	10
9318	83	80	112	60
9319	7	26	12	14
9322	45	54	2	19
9324	3	15	1	7
9326	7	23	5	16
9337	27	43	6	49
9341	47	73	10	26
9344	1	3	4	0
9352	1	15	0	4
9354	5	27	4	15
9355	3	18	4	6
9360	1	9	1	3
9369	2	4	4	1
9374	8	12	2	9
9375	44	27	53	25
9377	4	14	1	3
9378	9	12	3	2
9380	6	19	5	9
9404	12	29	7	28
9406	6	34	3	8
9412	9	29	3	17
9414	1	4	3	6
9415	3	14	2	6
9429	2	6	3	2
9441	10	14	5	9
9443	7	16	0	6
9444	3	17	5	3
9447	1	4	4	5
9448	4	9	1	2
9451	55	88	41	52
9453	1	21	3	2
9455	18	22	10	17
9459	4	8	2	12
9467	2	20	2	4
9474	42	47	15	18
9475	9	27	3	11
9488	22	31	5	13
9491	3	19	4	8
9500	1	8	4	4
9512	17	43	9	15
9517	26	47	10	11
9519	4	16	4	7
9520	3	12	2	4
9531	7	26	21	17
9533	4	18	3	7
9541	3	11	3	6
9552	14	36	6	12
9559	0	6	3	0
9564	4	17	2	6
9568	22	47	13	27
9575	5	17	4	6
9578	1	4	1	1
9587	19	35	10	24
9589	19	38	20	18
9601	12	26	13	23
9604	13	35	6	7
9612	40	76	34	33
9616	2	3	4	7
9618	1	20	4	11
9625	0	2	2	2
9632	3	17	3	10
9637	5	23	2	3
9638	1	16	1	1
9641	88	102	55	80
9643	4	23	4	13
9650	1	4	1	1
9653	213	110	145	93
9655	1	10	2	2
9656	0	1	0	1
9668	1	8	0	12
9670	2	21	4	6
9682	2	3	3	2
9686	2	9	2	4
9687	11	29	6	12
9688	1	22	3	14
9690	12	23	11	7
9695	7	21	4	3
9697	63	76	42	41
9700	131	101	101	76
9702	4	1	1	1
9703	10	13	2	3
9706	2	8	5	6
9709	89	71	54	49
9710	6	23	10	11
9712	9	39	13	19
9734	0	1	3	0
9738	14	40	8	8
9748	16	44	15	19
9759	8	29	6	10
9761	55	43	22	24
9767	8	8	7	14
9770	33	48	30	37
9774	1	17	2	7
9783	3	2	1	0
9784	4	17	4	12
9787	4	35	7	9
9788	22	38	19	18
9791	0	4	3	3
9794	1	6	0	1
9797	6	9	0	2
9801	22	39	21	8
9805	3	16	2	3
9807	5	21	6	10
9813	13	32	4	13
9815	3	17	5	12
