perturbagen	down-imputed	down-measured	up-imputed	up-measured
4154	1	9	0	23
4171	1	0	0	0
4172	0	1	0	3
4194	0	0	1	0
4204	0	7	0	19
4205	0	2	1	1
4209	0	2	1	4
4212	1	24	1	21
4222	0	1	0	2
4223	2	13	0	15
4232	0	1	0	6
4233	1	4	2	1
4234	0	1	0	0
4258	0	1	0	0
4286	4	24	8	38
4299	1	17	0	9
4300	0	2	0	0
4302	2	0	0	5
4312	1	5	1	4
4313	0	1	0	1
4316	1	0	2	1
4323	0	0	1	0
4329	1	1	0	0
4331	1	2	2	3
4335	0	6	0	2
4342	0	3	0	3
4353	0	1	0	0
4436	0	6	0	17
4488	0	3	0	2
4507	0	0	0	2
4593	0	12	0	4
4601	3	0	1	1
4602	0	1	0	1
4616	3	30	0	16
4618	7	15	1	24
4637	1	2	0	0
4654	12	44	6	47
4661	0	0	0	1
4665	0	0	0	5
4673	1	0	1	0
4678	0	4	1	6
4688	0	6	0	7
4694	0	2	0	5
4696	1	5	0	1
4697	0	2	0	1
4702	1	2	0	0
4706	0	2	2	1
4707	1	1	1	3
4709	3	6	0	5
4711	0	0	0	2
4712	0	1	0	4
4714	3	2	1	0
4722	1	1	1	1
4723	0	1	0	3
4724	1	2	0	3
4726	1	0	0	0
4729	0	1	0	0
4751	0	0	0	3
4760	1	1	0	1
4771	1	5	0	3
4779	0	6	2	12
4780	60	12	132	34
4781	1	10	1	9
4783	1	2	0	8
4790	1	0	0	2
4792	1	6	1	3
4793	2	10	1	13
4801	1	5	0	2
4817	2	5	3	1
4830	0	0	0	1
4835	0	0	0	1
4836	1	1	0	2
4841	0	1	0	1
4849	1	4	0	4
4860	0	8	0	0
4869	0	1	0	1
4882	0	0	0	2
4899	0	4	0	1
4927	1	3	0	3
4929	5	27	2	25
4938	1	0	1	0
4942	0	2	0	2
4968	0	0	1	1
4976	2	0	1	0
5002	1	4	1	0
5013	0	1	0	0
5015	0	11	1	8
5017	0	0	0	1
5019	2	0	0	3
5021	0	0	1	0
5025	0	1	1	4
5029	5	27	4	42
5036	0	2	1	0
5045	1	2	0	4
5048	0	1	0	1
5049	2	0	1	0
5050	0	3	1	4
5058	0	1	7	1
5063	1	4	0	7
5073	1	2	0	5
5080	0	0	0	1
5089	0	3	0	1
5091	2	7	1	4
5092	0	3	0	6
5096	1	1	0	1
5106	1	6	0	2
5111	0	1	0	1
5127	0	0	0	1
5144	0	1	0	9
5156	0	0	0	1
5159	0	0	0	2
5163	0	1	0	1
5166	0	0	1	0
5170	1	3	0	4
5194	1	2	1	7
5198	0	0	0	1
5209	1	1	0	1
5211	0	1	0	0
5217	0	0	0	3
5226	1	5	0	3
5230	1	0	2	0
5245	2	18	1	16
5250	2	2	0	2
5252	2	1	0	1
5291	0	0	1	1
5292	1	3	2	2
5293	0	2	0	2
5294	0	2	0	2
5300	0	0	1	2
5306	0	7	1	2
5307	0	0	0	2
5315	0	1	0	0
5327	0	3	1	1
5328	0	3	0	3
5329	0	4	3	1
5336	0	2	0	2
5347	8	13	1	6
5351	0	2	0	1
5355	0	0	0	1
5371	2	3	1	4
5411	1	3	0	4
5423	3	7	2	7
5424	289	111	711	157
5435	0	0	0	1
5437	2	2	2	1
5438	0	2	1	1
5450	1	1	0	2
5460	16	49	4	45
5465	1	0	0	0
5467	0	1	0	0
5468	0	0	5	1
5471	0	0	0	2
5478	2	0	3	0
5498	0	3	0	1
5499	0	11	1	7
5501	2	1	0	8
5511	1	3	0	1
5516	1	0	0	0
5518	1	1	0	3
5523	1	6	2	3
5524	0	0	0	1
5531	0	0	0	1
5533	1	0	0	2
5538	1	0	0	1
5546	0	3	0	3
5562	1	1	0	3
5564	0	0	0	1
5565	0	1	0	2
5566	0	9	6	19
5571	0	3	0	1
5573	2	2	1	6
5578	2	3	0	11
5581	0	2	0	11
5582	45	107	165	142
5583	0	2	0	4
5587	0	1	0	0
5588	0	1	0	1
5590	0	0	2	3
5598	0	4	0	1
5599	1	13	2	24
5604	1	0	1	0
5607	0	0	0	1
5608	1	22	3	15
5609	0	0	0	1
5612	0	1	0	0
5616	0	3	0	0
5621	0	2	0	0
5624	1	0	0	2
5641	1	2	0	0
5645	2	6	1	1
5664	0	1	0	2
5682	0	0	0	1
5684	0	1	0	10
5686	3	1	0	3
5689	1	6	1	2
5690	0	0	0	1
5695	0	1	0	2
5696	0	3	0	1
5698	0	2	1	4
5699	0	1	0	2
5705	1	3	0	4
5708	1	5	0	9
5709	0	2	0	5
5710	0	0	0	1
5711	1	1	0	4
5715	0	1	11	1
5716	6	6	4	5
5718	1	24	0	10
5720	2	4	0	2
5721	1	5	0	3
5734	0	1	0	2
5743	1	3	1	4
5747	0	3	0	0
5775	0	0	0	1
5777	0	1	0	2
5782	1	0	1	1
5792	0	0	3	6
5817	0	1	0	0
5818	1	7	1	5
5819	0	3	0	4
5824	0	3	0	2
5831	1	1	0	0
5836	0	4	0	7
5860	0	1	0	0
5867	384	255	616	218
5868	1	1	0	6
5871	103	150	199	143
5879	3	0	0	1
5887	0	4	0	4
5894	1	3	0	10
5898	1	2	1	1
5913	1	14	1	17
5914	0	1	0	0
5915	0	1	1	2
5916	2	9	0	4
5921	0	2	1	0
5930	0	1	0	1
5931	0	1	0	2
5937	0	1	0	1
5971	0	11	3	18
5978	1	0	0	0
5979	0	0	1	1
5985	3	4	0	1
5987	1	1	0	1
5993	0	0	1	0
6000	0	3	0	4
6009	0	1	0	1
6014	1	0	0	1
6015	0	0	0	1
6016	0	0	0	1
6038	0	1	0	2
6048	0	0	1	2
6050	3	19	5	44
6097	2	4	2	20
6118	1	20	0	8
6129	0	1	0	2
6143	0	5	0	6
6144	1	1	1	1
6146	0	3	0	2
6165	0	1	0	0
6182	0	0	0	1
6184	5	30	1	22
6185	0	0	2	1
6188	0	0	0	2
6189	1	5	1	2
6196	38	141	228	150
6199	1	2	0	2
6201	2	2	1	0
6204	0	0	0	1
6207	0	1	0	1
6217	2	0	0	0
6233	0	1	0	3
6240	0	2	0	0
6251	0	0	1	2
6257	0	18	0	2
6258	0	1	0	0
6271	1	6	2	3
6277	1	2	0	2
6284	2	4	0	5
6286	0	2	0	1
6300	2	1	0	0
6303	0	1	0	0
6304	0	0	0	4
6342	0	0	0	2
6347	0	0	0	1
6390	0	1	0	3
6391	4	5	1	6
6392	0	2	0	1
6418	0	0	0	3
6419	163	65	399	121
6446	1	3	0	0
6464	0	1	0	6
6472	1	2	1	0
6474	6	40	6	38
6477	0	3	0	1
6493	1	9	1	6
6502	0	0	0	2
6505	0	2	1	2
6510	1	0	0	2
6520	0	2	2	2
6522	1	1	16	16
6541	1	3	0	4
6584	0	0	0	1
6598	1	0	0	1
6601	1	0	1	0
6605	0	4	0	3
6622	1	2	1	0
6625	3	6	1	1
6626	1	11	1	7
6646	2	4	0	0
6647	0	1	0	1
6657	191	130	265	104
6660	0	1	0	0
6663	0	8	1	14
6678	2	3	1	6
6696	0	1	0	2
6713	0	1	0	0
6714	0	3	2	19
6715	1	1	2	1
6720	0	2	0	3
6723	1	0	0	0
6732	1	2	1	1
6737	0	1	0	4
6768	0	1	0	1
6772	0	1	0	1
6773	0	0	0	4
6774	0	1	0	0
6775	1	16	3	31
6776	1	1	1	3
6777	0	0	1	2
6788	0	0	0	2
6794	0	8	0	12
6799	1	1	1	0
6810	0	3	0	4
6812	1	0	2	0
6817	0	0	1	2
6821	1	8	0	2
6827	0	1	1	5
6829	1	2	0	3
6850	0	0	0	1
6856	1	2	0	3
6857	0	4	0	0
6871	0	5	1	5
6883	1	0	0	6
6887	0	1	0	1
6890	2	8	0	4
6891	0	1	0	4
6906	0	0	0	1
6924	0	2	0	1
6925	0	2	0	1
6934	0	3	0	6
6938	0	2	0	2
6988	0	0	0	3
6990	1	0	0	0
7001	1	4	0	3
7010	0	1	1	1
7020	6	35	3	36
7023	4	30	1	6
7027	1	1	0	1
7032	1	16	0	9
7035	1	5	0	6
7039	0	1	0	0
7040	0	2	0	0
7046	1	0	1	0
7048	1	0	1	1
7050	0	15	2	15
7052	0	6	0	3
7075	0	0	0	3
7077	1	1	2	8
7078	3	1	1	2
7083	0	1	0	1
7088	6	43	2	56
7097	0	1	0	5
7103	4	14	2	1
7106	0	2	2	1
7108	5	32	4	28
7112	2	3	0	3
7124	0	2	0	7
7126	0	2	0	4
7128	0	1	0	0
7132	0	4	54	26
7157	0	3	0	9
7165	0	0	0	1
7167	3	6	0	23
7168	0	2	0	2
7172	2	2	1	5
7181	2	1	1	4
7182	0	2	0	1
7185	2	0	0	3
7186	0	5	4	11
7247	1	0	0	3
7249	1	0	1	0
7264	0	1	1	3
7272	1	0	0	0
7276	0	1	0	2
7288	0	4	0	4
7301	0	2	0	2
7310	0	0	1	0
7311	1	0	0	0
7321	0	0	0	1
7335	0	0	0	1
7353	1	0	0	2
7357	141	116	31	101
7371	2	1	0	1
7376	0	0	1	3
7391	6	32	1	29
7392	1	2	1	0
7407	4	9	0	10
7409	0	3	0	7
7416	1	11	1	8
7421	0	0	0	2
7422	0	0	0	1
7423	7	7	1	6
7428	0	0	0	1
7431	0	0	1	1
7433	12	5	3	2
7443	2	2	2	0
7444	0	2	1	3
7458	1	7	0	12
7471	0	1	0	1
7474	0	1	1	5
7477	0	1	0	0
7480	0	0	0	2
7483	0	6	0	4
7490	0	5	0	6
7494	1	16	20	46
7508	0	0	1	1
7518	0	0	0	1
7525	0	0	1	3
7536	0	9	0	12
7541	0	2	0	5
7547	0	0	1	3
7551	0	1	0	2
7552	0	1	0	0
7554	1	1	0	2
7556	0	0	1	0
7570	0	0	0	3
7572	0	0	0	1
7580	0	0	0	5
7587	0	0	0	1
7597	0	0	0	1
7620	0	0	1	1
7625	0	2	0	2
7633	0	0	1	2
7673	0	1	0	1
7692	0	1	0	2
7693	0	1	0	7
7695	1	3	0	2
7703	2	3	0	0
7709	0	1	0	2
7718	0	27	0	3
7727	1	2	0	1
7748	0	5	3	7
7753	0	0	0	6
7760	0	0	1	2
7764	0	4	0	2
7766	0	7	0	4
7771	0	0	0	1
7775	1	0	1	1
7780	2	1	0	2
7849	1	8	0	9
7852	0	0	0	1
7862	0	3	1	5
7917	1	0	2	0
7923	2	6	2	2
7936	1	7	0	3
7942	23	48	95	74
7988	0	4	0	0
8019	0	1	0	3
8050	8	9	0	8
8061	0	1	2	6
8065	0	1	0	2
8110	1	1	0	0
8148	0	2	1	0
8202	0	3	1	4
8204	0	0	0	1
8208	0	1	0	1
8216	0	0	0	3
8220	1	0	0	0
8233	0	2	0	2
8270	0	1	11	3
8318	0	3	5	4
8334	1	2	1	1
8349	1	0	3	0
8403	5	20	2	35
8428	1	0	0	2
8431	0	6	1	2
8444	1	1	0	1
8445	0	0	0	2
8462	0	4	1	10
8470	0	1	0	1
8477	0	0	1	0
8495	0	0	0	1
8503	0	0	0	1
8517	0	0	0	7
8521	0	0	0	1
8525	0	3	1	3
8536	0	0	1	0
8548	1	0	0	1
8550	3	1	1	1
8554	0	1	0	0
8558	0	1	0	0
8565	1	3	1	1
8566	0	1	0	0
8572	4	6	3	2
8573	1	7	0	1
8607	0	0	1	0
8611	0	0	1	0
8613	0	1	0	1
8623	2	6	1	5
8624	1	2	0	1
8634	2	1	0	2
8635	1	2	0	0
8637	2	17	0	4
8639	0	3	0	0
8644	0	1	0	0
8648	0	0	0	4
8649	0	5	1	7
8666	2	6	1	1
8667	0	1	0	0
8692	1	0	0	0
8703	22	62	33	51
8711	0	1	0	1
8731	1	2	0	0
8741	0	0	2	2
8743	0	2	1	5
8766	0	2	0	0
8771	0	0	0	6
8772	70	98	37	109
8786	1	0	0	3
8795	7	36	3	50
8797	0	0	1	6
8798	0	0	0	2
8800	0	3	0	0
8803	4	12	2	4
8807	0	0	1	0
8829	0	0	0	3
8836	1	0	0	0
8837	0	1	0	5
8841	0	2	0	5
8844	251	177	363	147
8848	0	1	3	5
8853	2	1	1	2
8856	0	1	0	0
8859	2	6	1	2
8878	1	0	1	4
8879	1	3	0	10
8887	1	0	0	0
8892	1	1	0	2
8894	1	2	0	1
8896	1	1	2	0
8899	1	1	0	4
8905	0	0	0	2
8914	0	1	0	1
8915	8	42	49	37
8933	3	5	2	1
8942	0	0	0	2
8945	0	1	0	0
8985	1	0	1	1
8986	0	0	0	1
9016	0	0	0	3
9019	0	2	0	2
9020	0	0	0	3
9025	0	2	0	0
9053	0	2	0	5
9061	3	8	1	2
9064	1	4	0	1
9070	2	4	1	1
9093	3	10	3	7
9097	0	2	1	4
9111	1	0	0	3
9128	0	4	1	1
9143	1	2	2	5
9149	0	1	0	4
9158	1	12	1	3
9175	0	0	0	2
9181	0	1	1	1
9184	0	0	0	2
9189	0	1	0	0
9212	0	2	0	7
9213	0	1	1	1
9217	0	2	0	1
9232	1	5	0	3
9246	0	1	0	0
9247	4	33	2	20
9249	2	0	0	2
9263	0	1	0	1
9293	2	8	0	9
9296	3	3	2	5
9308	0	3	1	2
9314	1	1	0	12
9318	1	1	0	4
9319	2	3	4	1
9320	0	0	0	1
9324	2	7	0	4
9326	0	2	0	1
9337	1	5	2	4
9341	0	3	0	7
9354	0	2	0	4
9404	0	0	1	2
9406	0	4	1	1
9412	0	1	0	1
9421	0	2	0	1
9443	3	18	1	14
9448	175	164	385	156
9453	4	7	2	6
9464	1	3	1	11
9467	0	0	1	1
9488	1	1	0	2
9491	1	0	0	2
9500	0	2	0	1
9513	0	1	1	6
9517	3	2	0	1
9533	2	3	3	3
9552	0	2	0	1
9559	3	9	3	0
9575	0	1	0	3
9587	0	2	0	4
9589	1	2	0	2
9604	0	2	0	1
9616	2	4	0	2
9618	6	4	3	2
9638	0	1	0	1
9641	3	4	2	1
9643	1	5	2	8
9653	0	0	0	3
9655	13	26	8	9
9686	9	58	4	20
9697	0	1	0	2
9706	0	0	1	1
9709	1	2	1	1
9712	0	3	0	1
9738	0	0	1	2
9748	1	1	1	0
9770	0	0	1	0
9771	5	33	3	25
9784	0	1	0	2
9805	1	1	0	1
9807	0	8	1	7
9810	0	2	0	0
9813	0	3	5	1
9839	0	0	0	4
9849	0	0	0	1
9870	0	1	0	1
9886	1	1	0	1
9898	0	11	1	1
9907	0	1	1	2
9908	1	1	0	0
9921	0	0	0	2
9922	0	0	0	1
9923	0	0	0	1
9928	0	0	0	1
9935	18	46	7	39
9945	2	5	0	4
9958	0	2	0	2
9961	0	0	0	1
9970	0	3	0	4
9978	0	1	0	0
10000	0	2	0	1
10007	0	0	0	1
10010	0	0	0	8
10013	157	92	453	116
10018	0	1	0	2
10049	0	1	0	1
10059	0	1	0	0
10061	0	1	1	1
10062	0	0	0	2
10078	0	4	0	1
10084	0	0	0	1
10093	1	2	0	6
10094	0	3	0	1
10095	0	0	0	1
10096	0	0	2	4
10123	0	4	1	3
10127	0	1	0	0
10131	2	6	2	12
10150	0	0	0	4
10166	1	1	1	3
10172	1	7	0	1
10174	2	0	0	0
10180	0	2	2	2
10190	0	1	0	2
10198	0	2	0	1
10214	1	1	1	2
10221	0	0	0	1
10227	0	0	0	2
10235	0	5	0	3
10240	0	1	0	0
10241	1	6	1	9
10247	3	32	1	25
10252	0	4	0	2
10253	0	1	1	1
10267	1	2	0	0
10270	0	1	0	0
10276	1	1	0	3
10285	0	1	0	10
10289	3	1	0	0
10293	0	0	0	1
10295	1	2	1	0
10298	0	0	0	3
10312	0	2	0	0
10314	0	8	0	11
10318	0	0	0	3
10320	0	1	0	3
10327	0	3	0	1
10329	0	2	0	3
