perturbagen	down-imputed	down-measured	up-imputed	up-measured
BRD-K61968247	0	4	2	2
BRD-K61979066	0	6	3	4
BRD-K61981833	0	1	1	3
BRD-K61984373	0	1	1	1
BRD-K61991236	0	11	0	5
BRD-K61993165	0	6	0	6
BRD-K61997144	1	3	0	3
BRD-K62012036	1	3	0	4
BRD-K62014585	2	2	1	4
BRD-K62019457	0	0	0	1
BRD-K62019540	0	1	0	1
BRD-K62050953	13	16	5	3
BRD-K62056274	0	9	2	18
BRD-K62056344	2	25	0	12
BRD-K62083683	11	49	6	5
BRD-K62102996	2	10	1	13
BRD-K62117749	0	3	0	0
BRD-K62122103	1	2	0	2
BRD-K62123687	0	4	2	6
BRD-K62124038	0	3	2	0
BRD-K62169556	1	1	5	14
BRD-K62176618	1	1	2	0
BRD-K62191543	3	18	3	13
BRD-K62199122	1	11	2	7
BRD-K62200014	1	33	0	17
BRD-K62206109	2	5	1	5
BRD-K62209432	3	3	0	0
BRD-K62219715	0	6	0	1
BRD-K62221994	9	38	22	37
BRD-K62222886	0	1	0	3
BRD-K62237490	2	8	4	4
BRD-K62242359	62	124	115	108
BRD-K62283710	0	5	1	1
BRD-K62289640	52	101	51	82
BRD-K62291994	0	3	0	6
BRD-K62300190	0	3	0	5
BRD-K62310379	3	22	7	33
BRD-K62314156	0	2	2	2
BRD-K62320150	0	0	0	1
BRD-K62337120	4	6	0	2
BRD-K62342148	0	2	1	0
BRD-K62353524	1	11	1	3
BRD-K62358627	0	9	1	6
BRD-K62363391	0	2	0	1
BRD-K62366931	0	7	1	2
BRD-K62368279	0	1	0	4
BRD-K62374253	2	14	3	7
BRD-K62374815	0	1	0	1
BRD-K62395041	0	1	2	1
BRD-K62409349	0	16	1	3
BRD-K62412498	0	1	0	1
BRD-K62427254	0	2	0	1
BRD-K62442112	0	0	1	0
BRD-K62447749	0	3	1	4
BRD-K62450654	0	6	2	0
BRD-K62455331	1	0	0	0
BRD-K62459624	499	207	243	166
BRD-K62466453	0	3	3	12
BRD-K62472719	0	1	1	1
BRD-K62473229	0	1	0	0
BRD-K62493605	0	1	0	3
BRD-K62511324	1	0	0	0
BRD-K62528537	0	1	1	1
BRD-K62560708	0	0	0	1
BRD-K62561943	0	6	1	2
BRD-K62567808	0	4	0	3
BRD-K62578746	0	2	1	7
BRD-K62586643	1	0	0	1
BRD-K62590938	1	4	0	1
BRD-K62595167	0	1	0	3
BRD-K62601469	0	3	1	0
BRD-K62609077	0	1	0	0
BRD-K62638625	1	3	1	2
BRD-K62659735	1	2	1	1
BRD-K62676049	0	9	1	5
BRD-K62683350	1	0	3	1
BRD-K62687522	2	9	1	3
BRD-K62689646	0	1	1	0
BRD-K62702428	0	4	1	2
BRD-K62716919	0	0	0	2
BRD-K62719675	0	0	0	2
BRD-K62736196	2	2	1	2
BRD-K62737565	1	6	2	4
BRD-K62748479	2	3	1	2
BRD-K62753164	0	10	0	5
BRD-K62768020	0	2	1	0
BRD-K62768824	19	16	1	3
BRD-K62771544	0	3	0	1
BRD-K62792802	1	0	1	1
BRD-K62804700	1	2	0	2
BRD-K62810658	19	31	3	23
BRD-K62814224	0	2	0	0
BRD-K62818989	5	31	1	33
BRD-K62836482	1	7	0	3
BRD-K62841356	0	2	0	2
BRD-K62853937	0	4	1	5
BRD-K62854197	0	0	1	1
BRD-K62865272	0	2	0	1
BRD-K62875000	0	1	0	0
BRD-K62876373	0	4	0	4
BRD-K62881454	0	2	0	0
BRD-K62902879	0	0	1	0
BRD-K62910157	42	27	31	44
BRD-K62917576	3	4	0	0
BRD-K62919978	1	4	1	2
BRD-K62929068	0	1	0	3
BRD-K62951188	1	6	0	6
BRD-K62957477	0	2	0	0
BRD-K62959606	31	33	37	55
BRD-K62965247	0	11	3	17
BRD-K62970326	1	16	0	9
BRD-K62980388	1	0	1	0
BRD-K62982419	0	6	0	2
BRD-K62985789	0	5	0	2
BRD-K62993927	0	6	0	2
BRD-K62995317	0	2	0	3
BRD-K62996583	0	3	2	2
BRD-K62997315	3	8	1	9
BRD-K63000292	0	4	0	10
BRD-K63025696	1	1	1	2
BRD-K63068307	517	194	483	135
BRD-K63072081	0	0	0	1
BRD-K63072637	0	4	0	1
BRD-K63077891	0	3	0	0
BRD-K63089472	1	5	0	1
BRD-K63096635	0	8	2	12
BRD-K63116520	1	1	1	1
BRD-K63117650	1	1	0	0
BRD-K63140065	0	1	0	2
BRD-K63150726	0	7	2	23
BRD-K63151507	0	0	0	3
BRD-K63154426	0	2	0	4
BRD-K63157607	2	15	0	3
BRD-K63158888	1	10	2	6
BRD-K63164430	0	1	0	0
BRD-K63164901	9	12	1	1
BRD-K63165456	0	1	0	1
BRD-K63175663	0	1	0	0
BRD-K63178889	0	1	0	0
BRD-K63181962	0	1	1	3
BRD-K63195589	2	39	5	13
BRD-K63220166	2	2	0	2
BRD-K63230271	1	5	0	8
BRD-K63239300	3	23	0	5
BRD-K63242551	0	1	1	1
BRD-K63245238	1	1	0	0
BRD-K63261117	0	12	1	25
BRD-K63265447	1	9	0	7
BRD-K63269129	0	4	0	3
BRD-K63270352	0	1	2	0
BRD-K63279176	0	4	1	4
BRD-K63285694	0	1	0	1
BRD-K63301075	0	1	1	0
BRD-K63305270	0	3	0	2
BRD-K63308290	5	25	5	2
BRD-K63325940	11	23	2	11
BRD-K63326650	0	8	0	2
BRD-K63343048	1	3	12	13
BRD-K63350243	0	0	1	2
BRD-K63366817	1	4	0	6
BRD-K63368502	0	0	0	1
BRD-K63374765	2	6	1	1
BRD-K63375110	0	2	0	0
BRD-K63376220	1	2	1	0
BRD-K63385089	0	7	0	9
BRD-K63388446	1	36	0	8
BRD-K63399564	0	2	0	2
BRD-K63406313	1	8	0	5
BRD-K63406873	0	4	0	2
BRD-K63423329	22	57	4	44
BRD-K63424643	0	5	0	2
BRD-K63425657	0	13	1	8
BRD-K63430059	3	12	3	29
BRD-K63431240	0	1	2	12
BRD-K63442512	0	3	0	6
BRD-K63455741	0	7	0	2
BRD-K63460351	0	6	0	6
BRD-K63476888	0	2	1	0
BRD-K63484733	0	4	0	3
BRD-K63488275	0	0	0	2
BRD-K63494246	5	4	1	2
BRD-K63504947	2	7	2	1
BRD-K63511615	0	2	0	0
BRD-K63513868	16	84	13	39
BRD-K63516691	0	3	0	1
BRD-K63521663	2	14	2	5
BRD-K63523728	1	8	2	0
BRD-K63532493	5	3	2	0
BRD-K63533170	0	1	0	2
BRD-K63549648	0	0	0	1
BRD-K63550407	0	4	1	2
BRD-K63550534	2	15	1	20
BRD-K63569039	1	2	0	6
BRD-K63587518	1	1	1	1
BRD-K63591202	0	1	1	2
BRD-K63606607	405	215	595	172
BRD-K63607326	2	48	6	13
BRD-K63618292	1	7	0	0
BRD-K63628486	4	3	0	0
BRD-K63630713	12	29	3	23
BRD-K63641886	0	3	0	0
BRD-K63667213	1	4	0	3
BRD-K63671514	0	5	0	0
BRD-K63675182	3	29	11	16
BRD-K63686806	0	0	0	2
BRD-K63712590	0	3	0	1
BRD-K63724542	3	0	0	0
BRD-K63733272	1	0	0	0
BRD-K63750851	73	65	30	67
BRD-K63757709	0	2	1	1
BRD-K63764020	18	18	3	10
BRD-K63770300	4	48	10	35
BRD-K63784565	4	6	7	0
BRD-K63792901	0	0	1	1
BRD-K63801873	2	5	0	2
BRD-K63811860	0	4	1	2
BRD-K63813530	0	5	1	2
BRD-K63818532	0	1	0	0
BRD-K63827443	0	0	0	1
BRD-K63828191	190	128	121	151
BRD-K63828515	1	3	0	4
BRD-K63841267	0	1	0	5
BRD-K63874012	3	6	3	2
BRD-K63874400	0	5	0	3
BRD-K63880531	0	1	1	1
BRD-K63899271	1	5	2	5
BRD-K63903580	3	27	3	9
BRD-K63913457	2	3	0	1
BRD-K63915849	0	2	0	4
BRD-K63915987	1	2	0	8
BRD-K63922933	3	6	0	4
BRD-K63923428	0	29	0	6
BRD-K63923597	2	33	11	41
BRD-K63926219	0	6	0	1
BRD-K63933178	0	5	0	7
BRD-K63938446	0	7	3	4
BRD-K63938928	0	0	0	1
BRD-K63944563	0	1	0	0
BRD-K63945320	0	3	1	5
BRD-K63947990	2	1	3	5
BRD-K63948704	0	4	0	3
BRD-K63954456	0	6	0	14
BRD-K63968737	0	3	0	3
BRD-K63979671	0	0	0	2
BRD-K63979920	0	3	0	1
BRD-K63989441	1	11	3	7
BRD-K64021372	0	0	0	1
BRD-K64023191	0	8	0	4
BRD-K64024097	9	48	10	54
BRD-K64034190	0	2	4	4
BRD-K64040351	0	8	2	4
BRD-K64044582	0	0	0	2
BRD-K64052750	25	59	10	37
BRD-K64058329	10	33	5	5
BRD-K64062072	2	5	1	1
BRD-K64070950	0	7	1	2
BRD-K64075070	0	0	0	1
BRD-K64099269	0	1	1	0
BRD-K64106162	26	101	36	116
BRD-K64122011	0	5	0	3
BRD-K64136010	1	2	0	3
BRD-K64157027	1	6	1	5
BRD-K64169482	0	5	0	0
BRD-K64190282	2	1	0	0
BRD-K64217340	0	1	0	0
BRD-K64236792	0	0	0	2
BRD-K64245000	4	4	1	5
BRD-K64257929	0	7	0	2
BRD-K64272762	2	2	1	2
BRD-K64273758	10	6	1	1
BRD-K64285892	0	1	1	0
BRD-K64302725	0	5	0	1
BRD-K64304398	2	5	2	4
BRD-K64305210	2	2	1	3
BRD-K64310881	0	2	0	2
BRD-K64314806	0	0	0	2
BRD-K64326023	3	5	2	0
BRD-K64341172	6	8	0	3
BRD-K64341947	0	1	0	5
BRD-K64366478	0	1	0	0
BRD-K64366758	0	3	3	21
BRD-K64380185	0	3	3	3
BRD-K64380616	0	8	0	3
BRD-K64391475	2	1	0	0
BRD-K64402243	0	6	0	1
BRD-K64409586	3	23	1	2
BRD-K64418359	0	3	1	1
BRD-K64440589	2	19	0	4
BRD-K64440942	0	12	2	3
BRD-K64451768	1	3	1	4
BRD-K64478813	0	2	0	2
BRD-K64508546	3	2	0	1
BRD-K64514229	1	1	0	0
BRD-K64517075	150	116	111	82
BRD-K64523453	0	1	0	0
BRD-K64525051	3	4	0	3
BRD-K64544620	0	5	0	3
BRD-K64549867	0	1	0	0
BRD-K64551861	0	3	0	6
BRD-K64558129	3	2	1	2
BRD-K64577556	0	2	1	3
BRD-K64582453	3	2	3	4
BRD-K64606589	451	330	549	376
BRD-K64607642	2	10	5	2
BRD-K64609558	1	3	0	2
BRD-K64610608	1	2	0	0
BRD-K64614248	0	1	0	4
BRD-K64618192	0	1	1	2
BRD-K64619734	0	3	0	2
BRD-K64630692	1	7	0	5
BRD-K64634304	2	33	8	27
BRD-K64642496	203	153	177	111
BRD-K64645183	1	10	1	2
BRD-K64649802	1	2	0	3
BRD-K64659768	0	4	0	3
BRD-K64670467	0	1	0	1
BRD-K64687628	2	8	1	2
BRD-K64693729	0	2	0	7
BRD-K64716493	5	8	1	2
BRD-K64729807	1	7	0	2
BRD-K64746805	1	14	1	17
BRD-K64751731	2	9	1	3
BRD-K64754843	1	6	2	3
BRD-K64755930	0	3	0	4
BRD-K64780785	0	0	0	1
BRD-K64785675	0	1	0	0
BRD-K64788035	0	5	0	1
BRD-K64800655	485	209	515	321
BRD-K64822626	123	102	20	54
BRD-K64831080	0	11	3	7
BRD-K64835161	1	3	0	4
BRD-K64857848	66	94	59	69
BRD-K64864583	0	1	0	0
BRD-K64873832	0	4	0	4
BRD-K64877338	0	5	1	1
BRD-K64881093	0	1	0	0
BRD-K64881305	12	45	31	54
BRD-K64882872	3	12	0	3
BRD-K64885524	0	2	0	0
BRD-K64890080	614	299	386	280
BRD-K64900763	2	7	1	2
BRD-K64920356	0	1	0	0
BRD-K64930062	0	5	1	0
BRD-K64930281	0	0	0	1
BRD-K64931368	0	5	1	7
BRD-K64935403	1	1	1	1
BRD-K64937432	0	1	0	1
BRD-K64951577	0	2	0	3
BRD-K64970062	0	8	1	6
BRD-K64979116	0	0	0	1
BRD-K64979177	2	17	2	5
BRD-K64985742	0	0	3	2
BRD-K64994968	0	3	0	2
BRD-K65000194	0	0	0	2
BRD-K65003634	4	9	0	3
BRD-K65031973	171	102	179	102
BRD-K65037509	0	2	0	2
BRD-K65044501	0	5	2	4
BRD-K65050353	0	2	0	1
BRD-K65065275	0	2	0	0
BRD-K65067638	0	6	0	3
BRD-K65081680	0	1	0	1
BRD-K65085267	1	0	0	4
BRD-K65093687	0	0	0	1
BRD-K65111630	1	2	3	4
BRD-K65124350	1	9	2	6
BRD-K65124508	0	1	1	1
BRD-K65127260	2	23	1	7
BRD-K65134192	1	13	3	11
BRD-K65134227	0	3	0	0
BRD-K65146499	0	5	0	0
BRD-K65147077	0	1	0	0
BRD-K65148580	0	4	0	4
BRD-K65148867	0	1	0	1
BRD-K65158783	1	1	2	5
BRD-K65160163	0	6	1	6
BRD-K65160467	0	2	0	1
BRD-K65165610	0	2	0	12
BRD-K65196043	0	7	0	4
BRD-K65200617	150	109	154	76
BRD-K65213718	0	1	1	3
BRD-K65240553	0	6	0	2
BRD-K65242613	0	23	2	12
BRD-K65243627	0	0	1	0
BRD-K65258912	0	0	0	1
BRD-K65261396	2	8	1	9
BRD-K65283978	0	0	0	1
BRD-K65285700	1	2	1	4
BRD-K65290386	0	1	0	0
BRD-K65300017	0	2	0	4
BRD-K65313110	0	7	1	5
BRD-K65315692	0	10	1	12
BRD-K65331431	0	2	1	7
BRD-K65342196	0	3	0	0
BRD-K65342895	0	4	0	2
BRD-K65366129	0	4	0	3
BRD-K65369159	0	2	0	4
BRD-K65373229	0	6	0	0
BRD-K65377893	0	2	0	1
BRD-K65378566	0	1	0	1
BRD-K65385622	4	4	3	2
BRD-K65389993	2	9	1	1
BRD-K65393151	6	11	0	2
BRD-K65395273	4	2	1	2
BRD-K65404805	0	7	0	9
BRD-K65411918	0	1	0	1
BRD-K65417056	2	1	0	1
BRD-K65418120	0	3	0	3
BRD-K65426421	2	10	1	7
BRD-K65437607	0	1	0	0
BRD-K65455015	1	4	2	8
BRD-K65461993	0	6	2	8
BRD-K65465954	0	1	0	0
BRD-K65466135	0	3	2	1
BRD-K65482654	0	3	0	3
BRD-K65485797	0	2	1	0
BRD-K65494396	1	22	1	2
BRD-K65503129	42	78	33	52
BRD-K65506786	3	0	1	0
BRD-K65514600	0	2	2	2
BRD-K65517548	0	0	0	1
BRD-K65526065	3	6	1	1
BRD-K65536202	0	3	0	5
BRD-K65540587	2	2	0	3
BRD-K65541951	0	2	1	0
BRD-K65544384	1	4	0	7
BRD-K65548588	0	2	0	0
BRD-K65567503	0	0	0	2
BRD-K65568947	0	21	0	8
BRD-K65572849	0	7	2	5
BRD-K65603160	1	2	1	4
BRD-K65608865	1	4	2	0
BRD-K65657366	0	3	0	1
BRD-K65715788	0	2	0	1
BRD-K65716211	0	5	0	0
BRD-K65735929	5	4	1	4
BRD-K65736998	0	3	1	1
BRD-K65741216	0	3	1	2
BRD-K65741250	2	1	0	1
BRD-K65742362	0	5	1	5
BRD-K65750227	0	5	0	7
BRD-K65752719	0	1	0	3
BRD-K65763571	1	2	0	1
BRD-K65774694	0	4	0	7
BRD-K65778372	2	0	3	2
BRD-K65778880	0	2	0	0
BRD-K65801064	0	4	0	3
BRD-K65809558	0	0	0	1
BRD-K65814004	52	66	13	53
BRD-K65836281	0	3	0	1
BRD-K65837806	0	4	3	2
BRD-K65900075	0	1	0	0
BRD-K65904652	1	6	1	8
BRD-K65910366	0	4	0	2
BRD-K65920478	3	1	1	2
BRD-K65927786	0	1	0	1
BRD-K65955264	13	60	30	37
BRD-K65959597	0	3	1	0
BRD-K65968843	2	2	0	1
BRD-K65968856	3	8	0	3
BRD-K65971331	4	30	5	11
BRD-K65981456	1	5	1	2
BRD-K65983740	0	14	0	8
BRD-K65997856	1	1	1	0
BRD-K65999663	0	3	0	3
BRD-K66032149	1	11	0	14
BRD-K66037923	1	26	10	34
BRD-K66043364	0	1	0	3
BRD-K66052559	0	6	1	4
BRD-K66084396	4	1	0	0
BRD-K66093087	0	0	0	1
BRD-K66110520	0	1	0	1
BRD-K66115910	0	7	1	9
BRD-K66123981	1	5	0	0
BRD-K66131980	1	8	2	7
BRD-K66142238	0	5	3	4
BRD-K66147676	1	6	0	5
BRD-K66175015	36	57	42	54
BRD-K66177994	4	12	2	1
BRD-K66184091	0	1	0	0
BRD-K66186977	0	3	1	1
BRD-K66198023	0	1	1	1
BRD-K66204187	0	3	0	0
BRD-K66205522	0	6	2	4
BRD-K66211423	0	5	1	3
BRD-K66221011	0	2	0	4
BRD-K66224104	1	0	1	0
BRD-K66254772	120	120	139	68
BRD-K66261897	0	3	0	8
BRD-K66271478	2	6	0	2
BRD-K66288362	0	4	1	4
BRD-K66295580	10	12	0	8
BRD-K66296774	11	59	3	24
BRD-K66299073	1	4	0	2
BRD-K66351990	0	1	0	1
BRD-K66353228	0	3	0	2
BRD-K66356233	1	3	1	1
BRD-K66357706	1	1	1	0
BRD-K66359319	2	15	1	7
BRD-K66361302	0	1	0	0
BRD-K66363099	0	3	1	0
BRD-K66381707	10	17	5	16
BRD-K66383562	0	16	1	11
BRD-K66390767	1	2	0	0
BRD-K66404838	2	4	0	5
BRD-K66412701	0	14	0	3
BRD-K66413861	0	4	0	1
BRD-K66426634	1	2	0	8
BRD-K66438357	0	0	0	1
BRD-K66446284	0	1	0	2
BRD-K66448556	3	12	3	18
BRD-K66521855	3	18	1	9
BRD-K66533845	0	1	0	2
BRD-K66538826	7	16	0	12
BRD-K66555347	0	16	0	19
BRD-K66555411	0	3	0	5
BRD-K66559265	2	4	1	0
BRD-K66566233	0	4	0	5
BRD-K66577472	0	0	0	2
BRD-K66581298	0	2	1	0
BRD-K66586010	0	1	0	1
BRD-K66588514	2	0	3	0
BRD-K66608846	0	0	1	0
BRD-K66618978	0	2	0	0
BRD-K66634822	1	9	1	2
BRD-K66638849	2	5	0	0
BRD-K66640841	0	3	0	1
BRD-K66643665	1	1	0	5
BRD-K66645150	0	2	2	7
BRD-K66646581	0	1	1	1
BRD-K66658536	1	5	1	0
BRD-K66670355	0	9	0	6
BRD-K66686673	3	5	2	1
BRD-K66689236	0	1	0	0
BRD-K66698705	0	3	0	3
BRD-K66707493	0	5	0	4
BRD-K66732164	0	2	0	16
BRD-K66740714	1	11	3	1
BRD-K66750772	14	13	2	1
BRD-K66757073	3	1	0	2
BRD-K66763349	1	7	0	10
BRD-K66766661	0	4	0	7
BRD-K66775134	1	7	2	5
BRD-K66782112	7	42	4	43
BRD-K66783461	2	8	2	0
BRD-K66788707	0	4	0	0
BRD-K66792149	44	84	59	77
BRD-K66805710	0	2	0	5
BRD-K66808842	0	3	1	2
BRD-K66809950	0	1	0	1
BRD-K66814954	0	0	1	0
BRD-K66818636	1	5	0	2
BRD-K66836247	6	5	1	2
BRD-K66847579	3	10	0	2
BRD-K66850406	0	1	0	0
BRD-K66857873	0	2	0	0
BRD-K66860235	0	1	0	1
BRD-K66866904	1	3	1	8
BRD-K66874953	2	9	3	12
BRD-K66876909	1	3	0	5
BRD-K66884694	64	91	103	82
BRD-K66896231	5	25	4	2
BRD-K66902379	0	5	0	1
BRD-K66908362	0	3	0	3
BRD-K66909449	0	4	0	2
BRD-K66944906	0	3	0	0
BRD-K66947316	0	1	1	0
BRD-K66952385	0	3	0	3
BRD-K66956375	1	0	0	0
BRD-K66960754	2	11	1	6
BRD-K66968629	0	3	0	2
BRD-K66975725	0	0	0	1
BRD-K66975912	0	5	0	3
BRD-K66989831	0	2	0	0
BRD-K67010098	0	1	0	0
BRD-K67013324	0	3	0	0
BRD-K67017579	1	11	3	2
BRD-K67035256	0	13	0	5
BRD-K67043667	1	0	0	1
BRD-K67053230	6	7	1	1
BRD-K67069164	0	2	1	0
BRD-K67075780	121	111	158	89
BRD-K67086788	0	2	1	3
BRD-K67087978	0	3	0	0
BRD-K67090983	0	6	0	5
BRD-K67094066	1	1	0	2
BRD-K67097529	4	14	0	2
BRD-K67099101	6	3	1	0
BRD-K67100011	0	2	1	1
BRD-K67102207	6	14	1	0
BRD-K67118123	0	0	0	1
BRD-K67155745	0	1	1	2
BRD-K67174588	1	9	4	30
BRD-K67192456	4	20	0	7
BRD-K67236726	1	0	0	0
BRD-K67236950	17	64	22	63
BRD-K67241457	0	0	0	4
BRD-K67258146	0	1	0	4
BRD-K67258928	0	2	4	1
BRD-K67261995	0	2	0	0
BRD-K67265981	4	9	1	2
BRD-K67269534	4	6	0	2
BRD-K67271639	0	6	0	8
BRD-K67276432	6	8	2	10
BRD-K67277431	1	2	1	2
BRD-K67298865	3	19	1	18
BRD-K67301423	4	7	2	3
BRD-K67319066	0	0	0	2
BRD-K67322403	0	2	1	0
BRD-K67352070	1	5	0	7
BRD-K67364256	0	0	0	3
BRD-K67374281	0	4	1	0
BRD-K67402106	1	8	2	9
BRD-K67414432	1	0	0	0
BRD-K67433929	4	1	0	0
BRD-K67439147	87	114	104	91
BRD-K67454499	10	16	1	10
BRD-K67470245	0	1	0	2
BRD-K67470788	13	36	49	39
BRD-K67472330	3	4	0	18
BRD-K67484673	0	1	0	0
BRD-K67485291	14	9	4	4
BRD-K67498554	2	7	1	3
BRD-K67502058	0	7	0	4
BRD-K67506692	69	73	308	97
BRD-K67514995	0	4	0	2
BRD-K67519589	3	7	2	1
BRD-K67526586	0	1	1	0
BRD-K67537649	0	11	0	8
BRD-K67550673	0	2	0	0
BRD-K67559633	0	3	0	2
BRD-K67563174	1	2	1	3
BRD-K67566344	327	144	446	142
BRD-K67575276	0	0	0	2
BRD-K67578145	16	72	7	66
BRD-K67582595	6	8	4	2
BRD-K67601479	8	17	4	4
BRD-K67619794	0	6	1	0
BRD-K67637637	1	8	1	10
BRD-K67641117	1	2	0	2
BRD-K67653084	8	9	3	6
BRD-K67655178	2	2	0	0
BRD-K67660075	0	5	0	7
BRD-K67661368	0	2	0	3
BRD-K67669478	0	3	0	3
BRD-K67678077	0	0	0	1
BRD-K67680372	0	2	0	3
BRD-K67689741	0	2	0	2
BRD-K67697926	0	6	2	3
BRD-K67733357	0	2	0	2
BRD-K67742177	0	4	0	3
BRD-K67763841	1	2	0	0
BRD-K67765874	73	85	65	58
BRD-K67766243	0	3	0	1
BRD-K67769696	2	1	0	0
BRD-K67771738	0	1	1	2
BRD-K67774729	30	102	29	102
BRD-K67778494	1	8	1	4
BRD-K67780021	0	3	1	1
BRD-K67783091	0	1	1	0
BRD-K67786373	0	2	0	0
BRD-K67787765	1	45	3	34
BRD-K67794838	1	2	0	0
BRD-K67798612	0	1	0	3
BRD-K67808578	0	0	0	3
BRD-K67831364	0	5	0	3
BRD-K67844266	311	129	288	121
BRD-K67847053	1	5	0	3
BRD-K67857349	5	14	0	3
BRD-K67860401	91	75	32	50
BRD-K67862512	0	1	2	1
BRD-K67863009	1	0	0	0
BRD-K67867734	0	0	1	0
BRD-K67868012	491	209	509	198
BRD-K67868064	1	3	1	1
BRD-K67870070	7	32	2	22
BRD-K67874737	5	9	2	7
BRD-K67880862	1	4	1	2
BRD-K67887361	2	9	2	0
BRD-K67891857	0	1	0	0
BRD-K67919934	0	1	0	1
BRD-K67925802	1	0	0	1
BRD-K67933714	0	2	0	1
BRD-K67941506	0	3	0	1
BRD-K67959996	0	0	0	1
BRD-K67966701	0	1	0	0
BRD-K67977190	1	0	0	1
BRD-K68007071	0	4	1	1
BRD-K68007270	82	94	17	64
BRD-K68020183	0	1	0	1
BRD-K68038686	2	3	1	11
BRD-K68065987	440	155	255	111
BRD-K68077509	1	2	0	0
BRD-K68078697	1	11	1	4
BRD-K68095457	1	2	2	3
BRD-K68095812	0	2	1	4
BRD-K68097207	0	15	1	12
BRD-K68102868	0	0	0	1
BRD-K68103045	1	6	3	0
BRD-K68132782	71	75	33	56
BRD-K68143200	8	29	26	45
BRD-K68144790	2	1	0	1
BRD-K68148111	0	2	0	0
BRD-K68158690	0	0	0	2
BRD-K68167702	0	9	1	10
BRD-K68174511	396	282	604	258
BRD-K68185022	33	96	42	80
BRD-K68190084	0	6	2	4
BRD-K68190965	1	3	0	4
BRD-K68191033	1	1	0	3
BRD-K68191783	3	20	3	13
BRD-K68201904	0	2	0	2
BRD-K68202742	516	365	484	360
BRD-K68205606	0	1	2	0
BRD-K68211814	2	10	4	0
BRD-K68219508	0	3	0	1
BRD-K68233995	0	2	1	3
BRD-K68236123	1	1	0	0
BRD-K68246049	0	1	0	16
BRD-K68253248	0	9	1	11
BRD-K68264559	0	0	1	1
BRD-K68287477	0	5	0	4
BRD-K68302437	0	2	0	1
BRD-K68313733	140	135	68	72
BRD-K68315360	0	1	1	5
BRD-K68319707	1	15	0	13
BRD-K68323967	0	8	1	0
BRD-K68325500	0	0	2	0
BRD-K68327489	0	2	0	1
BRD-K68336408	319	212	681	192
BRD-K68338581	16	34	1	4
BRD-K68340318	0	1	0	4
BRD-K68341547	0	3	0	0
BRD-K68344511	0	0	0	1
BRD-K68350686	0	2	0	1
BRD-K68359762	0	12	4	9
BRD-K68368772	0	8	1	6
BRD-K68392338	0	0	0	2
BRD-K68402494	0	2	0	5
BRD-K68407802	74	65	18	94
BRD-K68437527	0	1	0	0
BRD-K68445037	4	9	2	0
BRD-K68458302	1	3	0	6
BRD-K68488863	227	160	150	158
BRD-K68494763	0	2	0	1
BRD-K68504618	0	3	1	4
BRD-K68522303	9	19	5	2
BRD-K68535470	0	1	0	2
BRD-K68536005	0	3	2	1
BRD-K68541237	0	2	1	0
BRD-K68548958	377	186	246	146
BRD-K68552125	567	307	433	230
BRD-K68552135	0	2	1	0
BRD-K68554461	4	0	0	1
BRD-K68558722	0	1	0	1
BRD-K68584490	2	6	2	2
BRD-K68588778	9	30	6	32
BRD-K68620903	0	1	0	3
BRD-K68633617	0	0	1	2
BRD-K68645163	0	1	1	2
BRD-K68655663	0	8	0	3
BRD-K68664718	0	2	0	2
BRD-K68670732	0	1	0	0
BRD-K68682056	0	11	1	7
BRD-K68689263	0	2	1	1
BRD-K68690198	1	0	0	1
BRD-K68702347	0	1	2	1
BRD-K68730107	2	10	3	0
BRD-K68731139	0	2	1	1
BRD-K68735643	1	1	0	0
BRD-K68749296	3	5	1	4
BRD-K68756823	1	2	5	2
BRD-K68765796	8	11	3	22
BRD-K68780601	2	3	1	0
BRD-K68782403	0	6	1	6
BRD-K68783079	0	1	0	0
BRD-K68796015	0	3	0	1
BRD-K68804560	1	3	0	3
BRD-K68826049	0	0	0	1
BRD-K68833544	0	2	0	0
BRD-K68836298	0	6	1	4
BRD-K68844146	2	7	2	2
BRD-K68849294	4	4	3	1
BRD-K68864067	3	8	2	2
BRD-K68866125	2	20	0	21
BRD-K68867920	1	22	0	16
BRD-K68873215	0	8	0	3
BRD-K68876477	1	6	2	3
BRD-K68907515	1	5	0	2
BRD-K68921379	0	1	6	1
BRD-K68937023	0	0	0	2
BRD-K68948289	2	9	2	2
BRD-K68971353	0	5	2	1
BRD-K68997413	0	3	0	1
BRD-K69003436	1	1	0	0
BRD-K69014051	0	0	0	1
BRD-K69023402	325	169	396	122
BRD-K69032158	0	0	0	4
BRD-K69040870	2	17	1	7
BRD-K69073546	0	1	0	2
BRD-K69075782	0	2	1	2
BRD-K69096174	0	3	0	10
BRD-K69097969	298	143	199	100
BRD-K69116396	1	10	1	4
BRD-K69122748	1	2	0	0
BRD-K69142462	0	3	0	0
BRD-K69158405	0	5	0	0
BRD-K69159985	0	2	0	1
BRD-K69174517	0	2	0	1
BRD-K69178842	1	5	4	4
BRD-K69181860	0	0	0	1
BRD-K69195780	2	5	3	31
BRD-K69218883	0	1	0	0
BRD-K69236395	0	2	1	2
BRD-K69237309	1	5	1	1
BRD-K69241845	0	3	3	2
BRD-K69261014	3	7	2	4
BRD-K69276764	0	1	0	0
BRD-K69293497	0	7	0	4
BRD-K69295800	0	2	0	1
BRD-K69304050	0	4	0	3
