perturbagen	down-imputed	down-measured	up-imputed	up-measured
TRCN0000019704	9	17	4	7
TRCN0000019705	6	19	0	6
TRCN0000019706	32	56	46	39
TRCN0000019719	14	26	5	10
TRCN0000019721	0	14	1	3
TRCN0000019722	1	11	2	5
TRCN0000019751	0	9	2	4
TRCN0000019752	5	13	3	9
TRCN0000019753	1	10	2	5
TRCN0000019764	0	22	1	4
TRCN0000019765	1	9	0	0
TRCN0000019766	10	14	3	10
TRCN0000019769	28	45	18	39
TRCN0000019770	2	12	1	5
TRCN0000019771	0	2	1	2
TRCN0000019780	3	20	4	4
TRCN0000019782	0	3	0	0
TRCN0000019783	1	3	0	2
TRCN0000019784	0	6	0	1
TRCN0000019785	3	11	4	1
TRCN0000019786	8	25	14	36
TRCN0000019800	4	16	1	3
TRCN0000019801	5	16	1	0
TRCN0000019802	3	8	3	8
TRCN0000019804	408	146	592	138
TRCN0000019805	20	28	10	11
TRCN0000019806	12	23	3	11
TRCN0000019807	1	10	0	4
TRCN0000019808	2	31	2	11
TRCN0000019814	20	36	13	13
TRCN0000019818	2	11	1	2
TRCN0000019820	0	2	0	0
TRCN0000019821	4	5	0	0
TRCN0000019822	13	26	3	6
TRCN0000019824	72	78	94	62
TRCN0000019825	12	24	6	18
TRCN0000019827	1	4	0	0
TRCN0000019849	0	10	1	4
TRCN0000019850	35	61	18	25
TRCN0000019853	2	12	0	4
TRCN0000019855	1	7	2	5
TRCN0000019857	6	17	2	10
TRCN0000019858	8	28	4	4
TRCN0000019859	0	0	1	0
TRCN0000019860	2	5	5	1
TRCN0000019862	5	2	0	5
TRCN0000019864	0	15	2	7
TRCN0000019865	1	12	0	2
TRCN0000019866	2	11	0	2
TRCN0000019874	2	12	2	2
TRCN0000019875	4	11	1	2
TRCN0000019876	1	9	3	3
TRCN0000019884	0	5	0	1
TRCN0000019885	4	18	2	5
TRCN0000019886	4	22	1	8
TRCN0000019894	13	25	3	16
TRCN0000019895	3	4	0	2
TRCN0000019896	0	10	0	3
TRCN0000019898	4	23	3	6
TRCN0000019899	10	39	6	19
TRCN0000019900	6	25	2	11
TRCN0000019901	0	8	1	1
TRCN0000019904	2	0	1	0
TRCN0000019905	1	5	1	1
TRCN0000019907	6	10	2	0
TRCN0000019919	3	9	1	11
TRCN0000019921	3	10	0	0
TRCN0000019923	2	9	1	1
TRCN0000019924	0	14	1	5
TRCN0000019925	3	15	0	2
TRCN0000019928	0	10	1	0
TRCN0000019940	0	5	1	2
TRCN0000019941	2	13	3	8
TRCN0000019942	1	14	1	8
TRCN0000019944	0	7	0	0
TRCN0000019945	0	1	1	0
TRCN0000019946	4	20	0	3
TRCN0000019965	4	5	3	3
TRCN0000019966	4	20	0	5
TRCN0000019967	6	20	3	10
TRCN0000019970	7	8	3	6
TRCN0000019971	2	11	0	5
TRCN0000019972	3	14	2	7
TRCN0000019979	1	9	0	1
TRCN0000019981	1	15	2	4
TRCN0000019983	7	21	6	7
TRCN0000019989	17	37	14	20
TRCN0000019990	2	20	8	10
TRCN0000019991	0	8	0	1
TRCN0000020009	4	19	5	10
TRCN0000020011	6	16	4	9
TRCN0000020013	39	66	40	33
TRCN0000020019	1	8	1	3
TRCN0000020021	2	18	2	12
TRCN0000020022	8	8	1	6
TRCN0000020030	8	19	4	5
TRCN0000020032	0	2	0	1
TRCN0000020033	9	22	1	7
TRCN0000020049	20	47	21	32
TRCN0000020050	1	7	0	1
TRCN0000020051	15	40	5	8
TRCN0000020109	0	7	0	0
TRCN0000020110	3	16	4	2
TRCN0000020112	6	22	4	3
TRCN0000020114	1	2	0	1
TRCN0000020115	6	17	3	8
TRCN0000020116	8	30	3	9
TRCN0000020130	5	30	2	5
TRCN0000020132	0	12	0	7
TRCN0000020133	0	6	0	3
TRCN0000020135	4	31	0	7
TRCN0000020136	0	6	0	4
TRCN0000020138	6	25	0	9
TRCN0000020145	0	4	0	2
TRCN0000020147	1	11	0	2
TRCN0000020148	0	4	0	0
TRCN0000020154	1	9	0	2
TRCN0000020156	2	8	2	1
TRCN0000020157	0	3	0	2
TRCN0000020159	4	5	1	1
TRCN0000020160	1	5	1	3
TRCN0000020161	0	1	0	0
TRCN0000020162	1	3	0	2
TRCN0000020163	0	8	0	0
TRCN0000020165	1	4	1	3
TRCN0000020167	13	46	6	16
TRCN0000020168	11	25	12	24
TRCN0000020189	18	37	17	19
TRCN0000020190	2	12	3	4
TRCN0000020191	24	33	3	22
TRCN0000020194	3	23	4	7
TRCN0000020195	0	3	1	0
TRCN0000020197	63	51	80	34
TRCN0000020200	2	9	3	9
TRCN0000020202	0	4	1	0
TRCN0000020203	0	7	1	0
TRCN0000020209	0	12	1	1
TRCN0000020215	1	10	0	0
TRCN0000020216	1	14	0	4
TRCN0000020217	0	3	0	1
TRCN0000020219	1	18	4	15
TRCN0000020220	0	17	4	3
TRCN0000020221	10	25	3	0
TRCN0000020240	0	2	0	2
TRCN0000020241	1	0	0	1
TRCN0000020242	2	6	0	1
TRCN0000020255	1	4	1	5
TRCN0000020256	1	6	1	3
TRCN0000020275	0	7	1	5
TRCN0000020276	3	33	2	5
TRCN0000020277	2	23	3	5
TRCN0000020289	5	16	0	3
TRCN0000020290	1	10	1	6
TRCN0000020291	2	11	2	17
TRCN0000020301	2	5	0	3
TRCN0000020303	3	6	1	5
TRCN0000020314	2	8	1	3
TRCN0000020315	8	29	6	14
TRCN0000020317	1	4	0	1
TRCN0000020329	5	28	14	14
TRCN0000020330	2	6	0	0
TRCN0000020332	0	2	1	2
TRCN0000020335	3	5	2	0
TRCN0000020336	0	28	2	8
TRCN0000020337	19	31	26	36
TRCN0000020340	2	8	2	1
TRCN0000020341	1	5	0	3
TRCN0000020342	9	25	5	2
TRCN0000020349	1	4	0	1
TRCN0000020350	4	15	0	3
TRCN0000020351	0	3	0	2
TRCN0000020370	1	1	0	1
TRCN0000020371	93	78	107	58
TRCN0000020373	0	5	0	2
TRCN0000020389	11	25	1	6
TRCN0000020391	0	2	0	0
TRCN0000020404	7	31	2	7
TRCN0000020405	3	16	6	11
TRCN0000020407	2	16	2	4
TRCN0000020414	5	30	2	2
TRCN0000020415	1	10	1	0
TRCN0000020416	0	7	0	0
TRCN0000020449	5	14	5	6
TRCN0000020452	0	15	3	4
TRCN0000020453	5	15	3	8
TRCN0000020476	13	16	3	6
TRCN0000020477	1	17	0	1
TRCN0000020478	0	8	1	3
TRCN0000020484	0	4	0	0
TRCN0000020486	20	43	14	10
TRCN0000020487	1	5	2	3
TRCN0000020488	11	33	20	19
TRCN0000020490	9	15	3	4
TRCN0000020491	1	8	0	1
TRCN0000020493	6	20	1	3
TRCN0000020495	1	13	0	3
TRCN0000020496	31	48	15	8
TRCN0000020504	0	12	0	2
TRCN0000020505	0	14	0	4
TRCN0000020506	49	48	29	22
TRCN0000020519	25	41	14	26
TRCN0000020520	75	64	50	53
TRCN0000020522	4	24	3	8
TRCN0000020540	6	22	2	6
TRCN0000020542	0	6	0	2
TRCN0000020543	4	20	3	5
TRCN0000020555	0	5	2	2
TRCN0000020558	0	4	1	1
TRCN0000020559	1	6	2	6
TRCN0000020560	13	17	4	8
TRCN0000020561	1	3	0	4
TRCN0000020569	1	7	0	4
TRCN0000020570	1	17	3	11
TRCN0000020572	3	21	2	6
TRCN0000020580	8	30	10	10
TRCN0000020581	1	8	1	1
TRCN0000020582	6	9	0	1
TRCN0000020585	0	1	0	2
TRCN0000020587	6	15	0	7
TRCN0000020588	4	9	3	3
TRCN0000020604	4	4	3	3
TRCN0000020607	2	3	3	1
TRCN0000020608	4	4	1	3
TRCN0000020623	1	17	1	4
TRCN0000020624	4	2	2	2
TRCN0000020625	5	28	1	18
TRCN0000020626	0	4	0	2
TRCN0000020630	0	5	0	2
TRCN0000020633	0	2	1	0
TRCN0000020635	1	5	0	1
TRCN0000020636	7	17	0	8
TRCN0000020637	11	26	1	6
TRCN0000020661	0	5	1	1
TRCN0000020662	1	7	0	0
TRCN0000020664	1	6	1	2
TRCN0000020665	3	16	3	5
TRCN0000020666	1	12	1	3
TRCN0000020670	0	3	1	0
TRCN0000020672	0	3	1	3
TRCN0000020673	0	4	0	2
TRCN0000020675	0	2	0	5
TRCN0000020676	6	17	2	1
TRCN0000020678	6	25	1	2
TRCN0000020680	18	47	29	39
TRCN0000020681	5	5	1	8
TRCN0000020682	1	8	0	2
TRCN0000020685	0	2	0	3
TRCN0000020687	0	11	0	3
TRCN0000020688	5	3	1	8
TRCN0000020694	3	5	1	2
TRCN0000020695	1	5	0	2
TRCN0000020696	63	47	77	37
TRCN0000020697	56	47	91	45
TRCN0000020698	4	8	0	1
TRCN0000020725	1	12	2	2
TRCN0000020727	7	14	4	3
TRCN0000020728	6	20	4	10
TRCN0000020764	1	1	0	0
TRCN0000020766	1	6	1	1
TRCN0000020768	2	9	1	0
TRCN0000020776	63	46	50	28
TRCN0000020777	18	23	4	5
TRCN0000020778	16	27	16	7
TRCN0000020784	1	4	0	2
TRCN0000020785	4	7	1	0
TRCN0000020786	0	11	1	12
TRCN0000020799	1	12	2	4
TRCN0000020800	4	22	2	5
TRCN0000020803	21	37	46	20
TRCN0000020810	8	19	2	9
TRCN0000020811	22	25	7	20
TRCN0000020812	2	13	3	0
TRCN0000020840	6	14	5	7
TRCN0000020842	65	48	90	43
TRCN0000020843	6	16	1	5
TRCN0000020844	1	3	1	1
TRCN0000020845	0	3	0	1
TRCN0000020846	3	7	1	1
TRCN0000020869	28	52	33	30
TRCN0000020870	0	6	1	3
TRCN0000020871	0	2	0	0
TRCN0000020889	14	32	1	4
TRCN0000020890	3	5	1	3
TRCN0000020891	6	11	3	2
TRCN0000020894	0	7	2	1
TRCN0000020895	0	2	0	4
TRCN0000020898	2	21	6	10
TRCN0000020912	6	19	6	9
TRCN0000020913	1	14	0	0
TRCN0000020949	0	2	3	2
TRCN0000020950	1	5	3	8
TRCN0000020951	8	26	13	9
TRCN0000020964	9	32	8	10
TRCN0000020966	6	31	1	7
TRCN0000020967	3	8	1	0
TRCN0000021010	2	5	4	10
TRCN0000021012	0	17	0	5
TRCN0000021014	6	16	1	6
TRCN0000021017	9	22	0	7
TRCN0000021018	6	23	12	15
TRCN0000021019	2	17	2	4
TRCN0000021020	0	5	2	1
TRCN0000021021	1	16	5	8
TRCN0000021024	2	4	3	0
TRCN0000021026	6	14	1	19
TRCN0000021028	0	2	1	1
TRCN0000021045	8	19	6	10
TRCN0000021046	1	18	4	5
TRCN0000021047	9	19	4	9
TRCN0000021064	207	91	161	57
TRCN0000021065	16	22	16	7
TRCN0000021067	241	119	311	111
TRCN0000021074	2	22	2	5
TRCN0000021076	11	20	3	8
TRCN0000021077	4	5	3	7
TRCN0000021079	1	13	2	5
TRCN0000021081	1	2	0	2
TRCN0000021084	0	3	0	1
TRCN0000021085	3	19	1	4
TRCN0000021087	1	9	1	3
TRCN0000021099	9	42	8	6
TRCN0000021100	3	19	2	10
TRCN0000021101	14	22	5	6
TRCN0000021140	3	20	0	5
TRCN0000021141	2	9	1	2
TRCN0000021143	7	35	6	7
TRCN0000021149	1	10	1	3
TRCN0000021151	20	40	21	28
TRCN0000021152	15	39	7	20
TRCN0000021169	0	8	1	0
TRCN0000021170	1	13	2	4
TRCN0000021171	0	6	2	1
TRCN0000021183	34	47	36	38
TRCN0000021184	15	40	7	7
TRCN0000021185	1	7	0	1
TRCN0000021187	4	17	0	2
TRCN0000021195	8	21	1	7
TRCN0000021196	0	4	0	1
TRCN0000021198	0	3	3	3
TRCN0000021199	0	5	0	2
TRCN0000021200	2	13	1	1
TRCN0000021201	2	17	1	2
TRCN0000021202	0	10	2	3
TRCN0000021203	0	1	0	0
TRCN0000021206	0	20	0	6
TRCN0000021208	1	3	1	0
TRCN0000021229	1	5	0	7
TRCN0000021231	0	11	0	0
TRCN0000021232	1	4	1	1
TRCN0000021236	3	3	1	2
TRCN0000021237	1	12	2	4
TRCN0000021238	0	1	1	3
TRCN0000021241	94	65	35	23
TRCN0000021242	6	26	1	7
TRCN0000021250	4	18	1	4
TRCN0000021251	3	4	0	4
TRCN0000021252	9	25	2	6
TRCN0000021258	8	24	1	7
TRCN0000021259	2	8	0	4
TRCN0000021260	2	11	0	0
TRCN0000021261	3	5	0	0
TRCN0000021266	1	8	0	0
TRCN0000021267	24	59	28	26
TRCN0000021268	3	13	3	7
TRCN0000021270	0	1	0	0
TRCN0000021272	1	11	1	0
TRCN0000021274	3	13	3	9
TRCN0000021275	1	8	0	3
TRCN0000021276	6	10	2	0
TRCN0000021277	82	78	92	51
TRCN0000021278	148	68	88	50
TRCN0000021286	6	33	3	16
TRCN0000021287	7	28	6	25
TRCN0000021288	69	68	38	42
TRCN0000021289	0	11	0	5
TRCN0000021290	21	35	12	20
TRCN0000021291	4	11	0	5
TRCN0000021297	2	12	0	0
TRCN0000021298	0	9	1	4
TRCN0000021309	7	17	3	12
TRCN0000021311	0	4	0	0
TRCN0000021312	2	21	2	3
TRCN0000021319	6	3	2	3
TRCN0000021321	3	0	0	3
TRCN0000021322	0	1	0	1
TRCN0000021324	14	32	14	17
TRCN0000021327	2	9	4	5
TRCN0000021328	1	9	0	1
TRCN0000021339	0	1	0	3
TRCN0000021340	20	37	7	20
TRCN0000021341	1	6	0	2
TRCN0000021360	4	4	0	0
TRCN0000021363	4	17	1	2
TRCN0000021366	0	0	0	2
TRCN0000021367	0	7	0	3
TRCN0000021368	10	25	8	23
TRCN0000021369	10	22	5	4
TRCN0000021370	1	4	0	0
TRCN0000021371	1	8	0	1
TRCN0000021374	0	1	0	2
TRCN0000021376	2	7	0	1
TRCN0000021377	0	9	2	1
TRCN0000021378	0	2	1	2
TRCN0000021384	0	3	0	1
TRCN0000021386	0	1	0	0
TRCN0000021388	0	2	0	0
TRCN0000021389	0	1	0	1
TRCN0000021390	0	3	0	0
TRCN0000021391	1	4	1	2
TRCN0000021393	1	8	1	4
TRCN0000021394	0	5	2	3
TRCN0000021397	0	6	1	6
TRCN0000021398	1	6	0	6
TRCN0000021399	5	11	4	5
TRCN0000021400	25	43	11	9
TRCN0000021401	9	21	5	13
TRCN0000021402	1	3	0	2
TRCN0000021403	0	0	0	2
TRCN0000021404	0	1	0	1
TRCN0000021405	0	1	0	2
TRCN0000021407	0	3	0	4
TRCN0000021409	0	2	0	0
TRCN0000021411	0	0	1	0
TRCN0000021412	0	7	2	4
TRCN0000021414	23	39	18	32
TRCN0000021416	9	25	2	3
TRCN0000021417	3	11	2	7
TRCN0000021418	1	9	1	1
TRCN0000021420	0	5	1	2
TRCN0000021421	0	4	0	0
TRCN0000021422	4	13	4	0
TRCN0000021423	53	57	37	24
TRCN0000021424	0	3	0	1
TRCN0000021425	0	0	1	1
TRCN0000021426	1	17	1	4
TRCN0000021427	34	55	59	20
TRCN0000021428	0	4	0	2
TRCN0000021434	1	2	0	0
TRCN0000021435	0	0	0	4
TRCN0000021436	0	0	0	1
TRCN0000021437	0	3	1	2
TRCN0000021438	0	4	1	4
TRCN0000021441	0	4	0	1
TRCN0000021442	0	1	0	0
TRCN0000021443	0	0	0	1
TRCN0000021449	1	7	0	6
TRCN0000021450	0	5	4	1
TRCN0000021451	8	14	5	2
TRCN0000021452	1	8	2	0
TRCN0000021453	11	22	3	7
TRCN0000021459	3	15	0	6
TRCN0000021460	2	12	0	2
TRCN0000021461	0	9	2	6
TRCN0000021462	2	8	0	1
TRCN0000021464	13	32	6	11
TRCN0000021465	0	9	0	3
TRCN0000021466	2	4	0	1
TRCN0000021467	2	17	1	4
TRCN0000021468	1	1	0	0
TRCN0000021469	1	1	0	1
TRCN0000021470	1	2	0	1
TRCN0000021472	0	6	0	4
TRCN0000021476	0	1	1	0
TRCN0000021477	5	11	3	7
TRCN0000021478	0	1	0	0
TRCN0000021480	0	1	0	1
TRCN0000021482	0	3	0	2
TRCN0000021483	0	2	0	0
TRCN0000021484	0	1	0	2
TRCN0000021485	0	1	0	0
TRCN0000021486	0	1	0	0
TRCN0000021487	0	1	1	0
TRCN0000021488	1	1	0	0
TRCN0000021494	0	4	0	0
TRCN0000021495	0	1	0	2
TRCN0000021496	0	2	1	2
TRCN0000021497	0	6	0	1
TRCN0000021498	0	0	0	2
TRCN0000021499	0	6	1	2
TRCN0000021503	0	1	0	1
TRCN0000021504	4	11	1	2
TRCN0000021505	0	9	0	1
TRCN0000021506	123	80	139	62
TRCN0000021507	1	11	0	0
TRCN0000021508	112	52	96	46
TRCN0000021514	0	1	0	0
TRCN0000021515	0	1	0	0
TRCN0000021516	0	3	0	2
TRCN0000021517	0	12	1	4
TRCN0000021518	3	9	1	3
TRCN0000021520	1	1	0	1
TRCN0000021521	17	47	10	14
TRCN0000021522	7	12	2	7
TRCN0000021523	1	6	0	1
TRCN0000021525	0	0	0	1
TRCN0000021526	0	0	0	5
TRCN0000021527	1	1	0	1
TRCN0000021528	1	5	1	1
TRCN0000021530	0	10	3	0
TRCN0000021531	1	5	0	3
TRCN0000021532	0	7	0	3
TRCN0000021545	0	2	0	1
TRCN0000021546	1	1	0	1
TRCN0000021547	0	2	0	0
TRCN0000021557	0	4	0	0
TRCN0000021558	1	5	1	3
TRCN0000021560	0	1	0	0
TRCN0000021561	0	1	0	0
TRCN0000021562	0	1	0	1
TRCN0000021564	0	9	1	3
TRCN0000021565	0	0	0	1
TRCN0000021566	0	4	0	1
TRCN0000021567	1	5	1	7
TRCN0000021568	0	1	0	1
TRCN0000021569	1	0	0	0
TRCN0000021570	0	4	0	6
TRCN0000021571	1	2	0	2
TRCN0000021572	1	2	0	1
TRCN0000021573	0	7	0	2
TRCN0000021579	1	7	3	5
TRCN0000021580	0	0	0	1
TRCN0000021581	0	1	0	1
TRCN0000021583	0	1	0	0
TRCN0000021584	0	2	0	0
TRCN0000021585	0	3	1	1
TRCN0000021586	0	1	0	0
TRCN0000021587	0	2	0	0
TRCN0000021588	1	0	0	0
TRCN0000021599	0	1	0	0
TRCN0000021600	0	5	0	3
TRCN0000021601	0	0	0	1
TRCN0000021602	0	3	0	0
TRCN0000021603	0	13	1	3
TRCN0000021604	7	26	2	1
TRCN0000021607	1	8	0	1
TRCN0000021608	6	8	2	1
TRCN0000021614	4	21	2	4
TRCN0000021617	135	88	83	56
TRCN0000021618	2	26	3	8
TRCN0000021624	1	1	1	0
TRCN0000021625	1	10	0	1
TRCN0000021626	2	8	1	1
TRCN0000021629	0	13	0	2
TRCN0000021630	5	27	6	8
TRCN0000021632	2	10	1	1
TRCN0000021639	42	54	29	31
TRCN0000021640	0	6	0	1
TRCN0000021641	11	29	12	8
TRCN0000021644	7	27	10	14
TRCN0000021647	6	15	0	2
TRCN0000021648	0	2	1	1
TRCN0000021650	2	10	5	5
TRCN0000021651	23	14	13	6
TRCN0000021653	5	12	0	3
TRCN0000021654	2	1	0	0
TRCN0000021655	0	1	0	0
TRCN0000021658	3	7	0	3
TRCN0000021659	9	34	11	18
TRCN0000021660	0	18	1	2
TRCN0000021663	9	28	7	17
TRCN0000021674	0	8	0	0
TRCN0000021675	0	5	1	0
TRCN0000021676	6	34	9	9
TRCN0000021678	2	2	0	0
TRCN0000021679	4	5	2	4
TRCN0000021681	14	19	21	22
TRCN0000021682	0	2	0	0
TRCN0000021689	0	7	3	13
TRCN0000021690	1	10	3	2
TRCN0000021693	2	9	0	5
TRCN0000021695	12	27	12	16
TRCN0000021697	0	4	0	0
TRCN0000021698	0	7	0	1
TRCN0000021704	2	8	3	4
TRCN0000021705	8	29	1	5
TRCN0000021707	5	8	0	4
TRCN0000021729	6	22	2	5
TRCN0000021730	0	0	1	0
TRCN0000021732	28	35	23	9
TRCN0000021739	1	5	0	0
TRCN0000021740	9	33	3	5
TRCN0000021741	2	16	0	2
TRCN0000021750	0	11	1	1
TRCN0000021751	0	4	0	1
TRCN0000021752	1	8	1	6
TRCN0000021774	2	8	2	3
TRCN0000021775	1	5	1	10
TRCN0000021776	1	11	4	4
TRCN0000021779	7	37	5	25
TRCN0000021780	0	6	0	2
TRCN0000021781	0	6	0	1
TRCN0000021800	1	3	0	0
TRCN0000021809	3	13	4	4
TRCN0000021810	20	22	4	12
TRCN0000021811	0	3	1	0
TRCN0000021820	9	18	10	5
TRCN0000021821	0	12	0	3
TRCN0000021823	15	30	8	14
TRCN0000021824	0	7	0	3
TRCN0000021825	54	63	33	32
TRCN0000021826	2	25	2	9
TRCN0000021829	1	6	0	1
TRCN0000021830	4	13	4	12
TRCN0000021831	96	73	95	49
TRCN0000021834	14	25	20	31
TRCN0000021835	2	5	1	2
TRCN0000021836	4	9	1	2
TRCN0000021839	2	5	0	4
TRCN0000021841	3	9	2	6
TRCN0000021842	0	10	0	1
TRCN0000021844	0	6	0	0
TRCN0000021846	2	7	0	0
TRCN0000021847	2	9	0	0
TRCN0000021864	1	6	3	1
TRCN0000021865	3	10	2	14
TRCN0000021866	2	14	0	3
TRCN0000021875	0	7	0	2
TRCN0000021876	22	37	2	10
TRCN0000021877	0	6	1	2
TRCN0000021880	36	45	16	15
TRCN0000021881	1	1	1	1
TRCN0000021882	4	8	1	3
TRCN0000021883	23	21	4	4
TRCN0000021890	2	7	0	1
TRCN0000021891	10	38	6	10
TRCN0000021893	81	80	44	40
TRCN0000021909	1	7	0	1
TRCN0000021912	3	12	0	9
TRCN0000021913	3	14	5	1
TRCN0000021917	2	7	2	1
TRCN0000021939	2	18	4	6
TRCN0000021940	0	15	3	4
TRCN0000021941	1	6	1	1
TRCN0000021959	1	4	2	3
TRCN0000021962	2	7	0	2
TRCN0000021964	1	6	1	0
TRCN0000021965	0	11	0	3
TRCN0000021966	5	13	3	7
TRCN0000021975	0	13	1	3
TRCN0000021977	6	13	0	0
TRCN0000021978	46	57	117	57
TRCN0000021984	0	3	1	0
TRCN0000021985	6	3	2	2
TRCN0000021987	1	3	1	0
TRCN0000021990	2	7	0	3
TRCN0000021993	0	11	2	2
TRCN0000022009	6	20	6	6
TRCN0000022010	1	8	1	5
TRCN0000022011	13	18	4	5
TRCN0000022014	2	26	1	9
TRCN0000022015	0	11	0	0
TRCN0000022017	0	9	0	0
TRCN0000022029	0	10	3	3
TRCN0000022030	3	5	1	3
TRCN0000022031	4	15	4	3
TRCN0000022034	3	12	1	1
TRCN0000022035	3	15	0	3
TRCN0000022037	3	14	2	5
TRCN0000022039	75	75	56	50
TRCN0000022041	2	10	0	2
TRCN0000022042	23	40	29	22
TRCN0000022044	3	10	2	7
TRCN0000022046	1	6	2	1
TRCN0000022047	2	13	4	12
TRCN0000022049	0	6	0	1
TRCN0000022050	1	6	0	1
TRCN0000022051	0	7	2	0
TRCN0000022054	1	3	1	3
TRCN0000022056	0	12	1	1
TRCN0000022058	23	38	7	17
TRCN0000022059	0	15	2	10
TRCN0000022060	9	21	21	12
TRCN0000022063	1	14	2	7
TRCN0000022064	1	8	1	1
TRCN0000022065	3	18	2	4
TRCN0000022067	0	12	0	1
TRCN0000022069	0	12	0	2
TRCN0000022070	0	0	0	1
TRCN0000022071	2	11	0	0
TRCN0000022074	99	65	37	27
TRCN0000022077	10	29	7	7
TRCN0000022078	16	24	6	3
TRCN0000022089	14	19	3	8
TRCN0000022091	0	3	0	5
TRCN0000022092	13	28	5	12
TRCN0000022099	1	3	2	2
TRCN0000022101	0	3	1	0
TRCN0000022104	31	44	52	33
TRCN0000022105	1	8	0	0
TRCN0000022107	3	15	4	7
TRCN0000022111	4	17	0	0
TRCN0000022112	1	13	1	1
TRCN0000022129	6	29	8	24
TRCN0000022130	5	22	4	7
TRCN0000022132	0	13	3	2
TRCN0000022144	0	13	0	2
TRCN0000022145	90	68	64	36
TRCN0000022146	14	11	4	10
TRCN0000022148	3	15	2	1
TRCN0000022149	1	5	3	0
TRCN0000022151	1	23	1	3
TRCN0000022153	1	21	2	3
TRCN0000022159	2	12	3	4
TRCN0000022160	27	50	3	17
TRCN0000022162	2	28	5	10
TRCN0000022179	18	19	9	11
TRCN0000022181	1	8	0	1
TRCN0000022183	4	22	2	7
TRCN0000022184	38	58	21	32
TRCN0000022185	0	5	0	0
TRCN0000022187	17	45	5	16
TRCN0000022190	2	10	0	2
TRCN0000022192	0	2	0	0
TRCN0000022193	0	1	0	0
TRCN0000022196	4	31	6	10
TRCN0000022197	0	10	1	5
TRCN0000022198	1	6	0	2
TRCN0000022214	36	51	53	34
TRCN0000022215	0	5	0	0
TRCN0000022216	5	5	2	4
TRCN0000022217	14	27	33	25
TRCN0000022218	2	19	10	4
TRCN0000022234	0	9	1	2
TRCN0000022236	0	6	0	1
TRCN0000022238	0	4	2	3
TRCN0000022244	64	67	74	43
TRCN0000022245	5	28	5	11
TRCN0000022248	4	18	0	4
TRCN0000022249	1	17	4	1
TRCN0000022250	13	33	5	6
TRCN0000022251	9	18	5	10
TRCN0000022264	0	12	1	3
TRCN0000022266	13	37	28	20
TRCN0000022268	1	17	1	8
TRCN0000022280	9	31	7	4
TRCN0000022282	6	13	2	9
TRCN0000022283	3	7	0	0
TRCN0000022296	10	19	3	6
TRCN0000022297	7	20	3	5
TRCN0000022298	7	21	1	6
TRCN0000022304	3	19	2	4
TRCN0000022307	2	16	0	3
TRCN0000022308	23	36	6	25
TRCN0000022315	1	7	0	0
TRCN0000022316	0	6	0	1
TRCN0000022318	4	17	0	1
TRCN0000022324	3	3	1	3
TRCN0000022325	0	6	0	0
TRCN0000022326	0	7	0	0
TRCN0000022354	1	5	3	0
TRCN0000022355	0	2	1	2
TRCN0000022357	0	3	0	0
TRCN0000022364	0	0	0	1
TRCN0000022365	16	31	5	7
TRCN0000022368	3	6	1	3
TRCN0000022384	5	12	1	3
TRCN0000022385	1	5	0	2
TRCN0000022386	1	11	2	3
TRCN0000022404	1	7	2	4
TRCN0000022407	1	7	0	3
TRCN0000022408	0	12	1	1
TRCN0000025694	1	0	0	1
TRCN0000025786	4	10	1	2
TRCN0000025795	1	13	2	2
TRCN0000025797	2	3	0	1
TRCN0000025799	0	8	1	5
TRCN0000025806	0	6	0	1
TRCN0000025809	1	8	1	2
TRCN0000025817	0	2	0	0
TRCN0000025822	0	8	1	2
TRCN0000025827	1	4	0	5
TRCN0000025828	16	19	7	3
TRCN0000025833	0	6	1	0
TRCN0000025843	17	50	32	23
TRCN0000025844	10	30	17	16
TRCN0000025847	2	6	2	2
TRCN0000025851	22	30	4	15
TRCN0000025853	0	1	1	0
TRCN0000025854	8	16	3	6
TRCN0000025859	0	4	0	5
TRCN0000025862	1	2	0	0
TRCN0000025866	3	18	1	9
TRCN0000025867	11	29	20	12
TRCN0000025873	26	23	21	18
TRCN0000026415	6	11	0	1
TRCN0000026416	0	8	1	5
TRCN0000026417	1	8	0	0
TRCN0000026418	1	5	0	4
TRCN0000026422	76	44	25	29
TRCN0000026423	10	21	10	10
TRCN0000026425	2	25	0	3
TRCN0000026426	3	6	2	6
TRCN0000026427	7	30	2	7
TRCN0000026430	0	2	1	2
TRCN0000026431	8	13	3	7
TRCN0000026433	1	2	0	0
TRCN0000026434	41	50	27	14
TRCN0000026435	6	29	7	10
TRCN0000026436	2	15	2	2
TRCN0000026437	1	17	0	8
TRCN0000026444	2	8	2	3
TRCN0000026446	1	4	0	3
TRCN0000026448	8	26	2	8
TRCN0000026449	9	29	11	24
TRCN0000026452	0	7	0	0
TRCN0000026454	0	1	1	3
TRCN0000026456	5	25	5	9
TRCN0000026459	42	56	37	26
TRCN0000026461	64	56	32	15
TRCN0000026464	4	4	3	1
TRCN0000026465	3	8	1	0
TRCN0000026470	27	33	10	19
TRCN0000026476	28	38	18	22
TRCN0000026482	4	14	0	12
TRCN0000026484	9	34	5	15
TRCN0000026487	0	2	0	0
TRCN0000026489	1	14	1	4
TRCN0000026496	10	7	1	2
TRCN0000026497	0	2	0	0
TRCN0000026504	3	21	2	10
TRCN0000026523	9	15	3	6
